machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health
L53001,L,301.3,311.1,1303,49.2,212,Critical
M20682,M,301.3,311.0,1463,50.2,214,Critical
L53003,L,301.2,311.0,1544,39.3,217,Critical
L53004,L,301.2,311.0,1596,37.2,219,Critical
L53005,L,301.3,311.1,1413,42.0,221,Critical
M20686,M,301.3,311.1,1492,41.2,223,Critical
L53007,L,301.3,311.1,1624,40.9,0,Healthy
L53008,L,301.3,311.1,1504,39.1,2,Healthy
M20689,M,301.2,311.1,1574,34.3,4,Healthy
M20690,M,301.3,311.2,1438,42.4,7,Healthy
L53011,L,301.3,311.3,1474,50.7,10,Healthy
L53012,L,301.3,311.2,1675,32.1,12,Healthy
L53013,L,301.3,311.2,1457,44.5,14,Healthy
L53014,L,301.3,311.3,1434,49.8,16,Healthy
L53015,L,301.3,311.2,1668,30.1,18,Healthy
L53016,L,301.2,311.1,1550,39.7,20,Healthy
M20697,M,301.3,311.1,1834,25.4,22,Healthy
M20698,M,301.4,311.2,1476,36.5,25,Healthy
M20699,M,301.4,311.2,1541,36.3,28,Healthy
M20700,M,301.3,311.1,1581,30.9,31,Healthy
M20701,M,301.3,311.1,1678,30.7,34,Healthy
L53022,L,301.4,311.2,1355,50.6,37,Healthy
L53023,L,301.5,311.2,1700,28.8,39,Healthy
L53024,L,301.4,311.1,1462,37.1,41,Healthy
M20705,M,301.4,311.2,1727,26.5,43,Healthy
L53026,L,301.4,311.3,1674,33.3,46,Healthy
L53027,L,301.4,311.3,1397,42.3,48,Healthy
L53028,L,301.4,311.3,2323,15.9,50,Healthy
M20709,M,301.4,311.2,1434,47.6,52,Healthy
L53030,L,301.3,311.1,1560,35.3,55,Healthy
L53031,L,301.2,311.0,1573,32.8,57,Healthy
H35266,H,301.2,310.9,1798,22.3,59,Healthy
L53033,L,301.2,311.0,1567,35.1,64,Healthy
L53034,L,301.2,310.9,1416,53.3,66,Healthy
M20715,M,301.2,310.9,1424,45.2,68,Healthy
H35270,H,301.2,310.9,1598,35.9,71,Healthy
L53037,L,301.3,310.9,1760,23.9,76,Healthy
L53038,L,301.3,311.0,1348,44.5,78,Healthy
L53039,L,301.3,311.0,1542,33.6,80,Medium
L53040,L,301.3,310.9,1566,33.1,82,Medium
L53041,L,301.3,311.0,1554,47.7,84,Medium
L53042,L,301.4,311.0,1470,40.6,86,Medium
M20723,M,301.4,311.1,1758,25.4,88,Medium
M20724,M,301.4,311.0,1486,36.5,91,Medium
M20725,M,301.5,311.1,1402,40.0,94,Medium
L53046,L,301.5,311.1,1459,45.1,97,Medium
L53047,L,301.5,311.0,1494,45.3,99,Medium
L53048,L,301.5,311.1,1731,27.9,101,Medium
L53049,L,301.5,311.1,2076,18.7,103,Medium
L53050,L,301.5,311.1,2055,16.8,105,Medium
L53051,L,301.5,311.1,1469,49.5,107,Medium
M20732,M,301.5,311.0,1504,42.6,109,Medium
M20733,M,301.5,311.1,1396,43.5,112,Medium
M20734,M,301.5,311.1,1660,33.8,115,Medium
M20735,M,301.5,311.0,1577,39.7,118,Medium
L53056,L,301.5,311.1,1426,52.1,121,Medium
L53057,L,301.5,311.1,1458,41.4,123,Medium
L53058,L,301.4,311.0,1533,45.8,125,Medium
L53059,L,301.4,311.0,1701,28.4,127,Medium
L53060,L,301.5,311.1,1434,49.6,129,Medium
L53061,L,301.4,311.1,1952,22.7,131,Medium
L53062,L,301.4,311.1,1469,36.9,133,Medium
L53063,L,301.4,311.1,1800,26.0,135,Medium
M20744,M,301.3,311.1,1438,43.0,137,Medium
L53065,L,301.3,311.1,1647,28.2,140,Medium
L53066,L,301.4,311.1,1494,41.9,142,Medium
H35301,H,301.4,311.1,1445,41.4,144,Medium
M20748,M,301.5,311.1,1507,38.6,149,Medium
M20749,M,301.4,311.0,1234,55.8,152,Medium
L53070,L,301.4,311.0,1634,32.6,155,Medium
L53071,L,301.4,311.0,1334,53.3,157,Medium
L53072,L,301.4,311.1,1472,44.5,159,Medium
M20753,M,301.3,311.0,1410,52.7,161,Medium
L53074,L,301.2,310.9,1597,37.9,164,Medium
M20755,M,301.2,310.9,1460,46.7,166,Medium
L53076,L,301.1,310.8,1274,55.7,169,Medium
M20757,M,301.0,310.7,1517,40.2,171,Medium
L53078,L,301.0,310.7,1300,57.2,174,Medium
H35313,H,300.9,310.6,1686,27.7,176,Medium
M20760,M,300.9,310.7,1485,41.0,181,Critical
L53081,L,301.0,310.7,1464,45.8,184,Critical
L53082,L,300.9,310.6,1598,35.4,186,Critical
L53083,L,300.9,310.5,1894,21.9,188,Critical
M20764,M,300.8,310.5,1330,59.0,190,Critical
H35319,H,300.8,310.5,1582,31.1,193,Critical
L53086,L,300.7,310.3,1533,35.6,198,Critical
H35321,H,300.8,310.4,1419,46.4,200,Critical
M20768,M,300.8,310.3,1526,36.3,205,Critical
H35323,H,300.7,310.2,1364,65.3,208,Critical
M20770,M,300.8,310.3,1458,43.4,0,Healthy
M20771,M,300.8,310.4,1288,64.0,3,Healthy
M20772,M,300.7,310.3,1659,29.8,6,Healthy
H35327,H,300.7,310.2,1479,52.3,9,Healthy
L53094,L,300.7,310.3,1592,36.0,14,Healthy
M20775,M,300.6,310.2,1532,38.7,16,Healthy
L53096,L,300.6,310.2,1555,41.9,19,Healthy
L53097,L,300.6,310.2,1341,52.6,21,Healthy
L53098,L,300.6,310.1,1541,42.0,23,Healthy
L53099,L,300.6,310.3,1414,50.6,25,Healthy
L53100,L,300.5,310.2,1764,25.9,27,Healthy
L53101,L,300.5,310.3,1336,57.1,29,Healthy
L53102,L,300.5,310.3,1435,43.3,31,Healthy
M20783,M,300.4,310.3,1537,35.0,33,Healthy
L53104,L,300.3,310.2,1369,48.8,36,Healthy
M20785,M,300.2,310.1,1619,31.3,38,Healthy
L53106,L,300.2,310.1,1440,51.1,41,Healthy
L53107,L,300.2,310.1,1649,30.5,43,Healthy
M20788,M,300.2,310.1,1550,38.7,45,Healthy
L53109,L,300.3,310.2,1471,45.2,48,Healthy
L53110,L,300.3,310.3,1483,51.6,50,Healthy
L53111,L,300.3,310.4,1336,54.4,52,Healthy
L53112,L,300.5,310.5,1515,36.6,54,Healthy
L53113,L,300.5,310.5,1373,47.4,56,Healthy
H35348,H,300.6,310.5,1454,51.2,58,Healthy
L53115,L,300.5,310.5,1646,34.5,63,Healthy
M20796,M,300.5,310.4,1548,37.3,65,Healthy
M20797,M,300.6,310.5,1462,41.3,68,Healthy
L53118,L,300.5,310.4,1702,33.1,71,Healthy
L53119,L,300.5,310.5,1409,60.9,73,Healthy
M20800,M,300.6,310.6,1427,52.8,75,Healthy
L53121,L,300.6,310.7,1438,48.5,78,Critical
L53122,L,300.7,310.7,1450,43.4,80,Medium
L53123,L,300.7,310.7,1541,41.3,82,Medium
M20804,M,300.7,310.6,1484,38.0,84,Medium
M20805,M,300.8,310.8,1415,44.5,87,Medium
L53126,L,300.7,310.8,1496,46.4,90,Medium
M20807,M,300.7,310.8,1465,45.2,92,Medium
L53128,L,300.7,310.8,2113,18.5,95,Medium
M20809,M,300.7,310.8,1506,44.0,97,Medium
L53130,L,300.7,310.8,1689,28.9,100,Medium
L53131,L,300.7,310.9,1650,29.4,102,Medium
L53132,L,300.7,310.8,1563,33.8,104,Medium
M20813,M,300.7,310.9,1486,38.9,106,Medium
L53134,L,300.8,310.9,1732,25.7,109,Medium
L53135,L,300.7,310.8,1653,31.6,111,Medium
L53136,L,300.7,310.9,1535,37.1,113,Medium
L53137,L,300.7,310.9,1637,37.2,115,Medium
L53138,L,300.6,310.8,1533,38.5,117,Medium
L53139,L,300.6,310.8,1378,51.2,119,Medium
L53140,L,300.5,310.7,1606,33.5,121,Medium
L53141,L,300.3,310.7,1539,32.3,123,Medium
L53142,L,300.5,310.8,1728,26.3,125,Medium
H35377,H,300.4,310.7,1656,36.3,127,Medium
H35378,H,300.5,310.8,1631,30.5,132,Medium
H35379,H,300.5,310.9,1447,46.5,137,Medium
L53146,L,300.4,310.8,1396,49.3,142,Medium
L53147,L,300.4,310.8,1390,52.5,144,Medium
L53148,L,300.4,310.8,1348,56.0,146,Medium
M20829,M,300.4,310.8,1491,35.9,148,Medium
L53150,L,300.4,310.8,1520,37.6,151,Medium
L53151,L,300.5,310.8,1509,33.0,153,Medium
L53152,L,300.5,310.8,1445,46.6,155,Medium
L53153,L,300.5,310.8,1354,51.8,157,Medium
L53154,L,300.5,310.7,1488,39.4,159,Medium
H35389,H,300.5,310.7,1654,28.6,161,Medium
H35390,H,300.5,310.6,1378,51.5,166,Medium
L53157,L,300.6,310.7,1750,30.6,171,Medium
L53158,L,300.5,310.6,1448,46.3,173,Medium
H35393,H,300.6,310.7,1501,45.3,175,Medium
M20840,M,300.6,310.7,1654,32.0,180,Critical
M20841,M,300.7,310.7,1347,46.5,183,Critical
L53162,L,300.7,310.8,1486,37.1,186,Critical
H35397,H,300.8,310.8,1466,45.2,188,Critical
H35398,H,300.7,310.8,1346,52.0,193,Critical
L53165,L,300.7,310.7,1314,42.4,198,Critical
L53166,L,300.6,310.7,1440,52.5,200,Critical
L53167,L,300.7,310.8,1608,39.5,202,Critical
H35402,H,300.7,310.8,1296,58.2,204,Critical
L53169,L,300.7,310.7,1507,46.1,209,Critical
M20850,M,300.7,310.7,1343,51.6,211,Critical
L53171,L,300.7,310.7,1416,40.4,214,Critical
L53172,L,300.7,310.6,1288,47.2,216,Critical
M20853,M,300.7,310.6,1407,42.4,218,Critical
L53174,L,300.6,310.4,1608,39.2,221,Critical
L53175,L,300.6,310.3,1920,22.3,223,Critical
M20856,M,300.5,310.2,1386,48.2,225,Critical
M20857,M,300.5,310.2,1571,34.6,228,Critical
M20858,M,300.4,310.2,1613,36.9,231,Critical
M20859,M,300.4,310.2,1671,30.5,234,Critical
H35414,H,300.4,310.2,1431,43.2,0,Healthy
M20861,M,300.4,310.2,1380,47.3,5,Healthy
L53182,L,300.5,310.3,1683,31.5,8,Healthy
L53183,L,300.4,310.2,1529,36.2,10,Healthy
L53184,L,300.5,310.4,1761,26.5,12,Healthy
L53185,L,300.6,310.5,1570,38.3,14,Healthy
M20866,M,300.6,310.5,2156,18.0,16,Healthy
M20867,M,300.7,310.6,1349,54.5,19,Healthy
L53188,L,300.7,310.7,1431,39.3,22,Healthy
L53189,L,300.6,310.6,1931,22.0,24,Healthy
H35424,H,300.7,310.7,1428,43.4,26,Healthy
L53191,L,300.8,310.8,1564,36.2,31,Healthy
H35426,H,300.8,310.9,1425,44.0,33,Healthy
L53193,L,300.7,310.8,1597,30.5,38,Healthy
H35428,H,300.8,310.8,1618,32.8,40,Healthy
M20875,M,300.8,310.8,1520,38.0,45,Healthy
L53196,L,300.7,310.7,1425,45.3,48,Healthy
L53197,L,300.8,310.9,1398,38.2,50,Healthy
M20878,M,300.8,310.9,1557,31.6,52,Healthy
L53199,L,300.7,310.8,1519,43.9,55,Healthy
L53200,L,300.7,310.8,1619,34.9,57,Healthy
L53201,L,300.7,310.8,1814,21.4,59,Healthy
L53202,L,300.7,310.9,1521,39.4,61,Healthy
M20883,M,300.7,310.9,1369,51.2,63,Healthy
L53204,L,300.7,310.9,1356,65.3,66,Critical
L53205,L,300.7,311.0,1336,53.3,68,Healthy
L53206,L,300.7,311.0,1403,48.3,70,Healthy
M20887,M,300.7,311.0,1413,44.3,72,Healthy
L53208,L,300.6,310.9,1472,47.6,75,Healthy
M20889,M,300.7,310.8,1452,47.9,77,Healthy
L53210,L,300.6,310.7,1397,53.7,80,Medium
L53211,L,300.6,310.7,1455,40.6,82,Medium
L53212,L,300.7,310.8,1754,27.7,84,Medium
L53213,L,300.6,310.9,1471,37.9,86,Medium
M20894,M,300.6,310.8,1389,48.1,88,Medium
M20895,M,300.6,310.9,1702,30.3,91,Medium
M20896,M,300.6,311.0,1401,54.6,94,Medium
L53217,L,300.7,311.1,1426,46.2,97,Medium
L53218,L,300.7,311.0,1496,38.3,99,Medium
L53219,L,300.6,310.9,1433,42.6,101,Medium
M20900,M,300.7,311.1,1438,46.6,103,Medium
M20901,M,300.7,311.0,1418,49.3,106,Medium
M20902,M,300.8,311.0,1580,36.6,109,Medium
M20903,M,300.7,310.9,1468,41.8,112,Medium
M20904,M,300.8,310.9,1522,41.7,115,Medium
L53225,L,300.8,310.9,1311,55.8,118,Medium
L53226,L,300.9,311.0,1316,56.5,120,Medium
H35461,H,300.9,311.0,1853,23.6,122,Medium
M20908,M,300.9,311.0,1556,38.8,127,Medium
M20909,M,300.9,311.0,1567,34.3,130,Medium
M20910,M,300.9,311.1,1546,37.7,133,Medium
L53231,L,300.9,311.0,1382,51.2,136,Medium
L53232,L,300.9,311.0,2003,20.2,138,Medium
L53233,L,300.8,310.9,1748,29.9,140,Medium
H35468,H,300.7,310.8,1518,40.1,142,Medium
L53235,L,300.7,310.8,1475,42.0,147,Medium
L53236,L,300.8,310.8,1634,29.2,149,Medium
L53237,L,300.8,310.8,1689,32.9,151,Medium
M20918,M,300.9,310.9,1636,35.3,153,Medium
L53239,L,300.9,311.0,2235,15.8,156,Medium
L53240,L,301.0,311.1,1615,35.6,158,Medium
H35475,H,301.1,311.1,1618,29.5,160,Medium
M20922,M,301.1,311.2,1407,53.0,165,Medium
L53243,L,301.1,311.1,1450,43.3,168,Medium
L53244,L,301.1,311.1,1889,23.8,170,Medium
L53245,L,301.0,310.9,1568,38.2,172,Medium
L53246,L,301.0,311.0,1804,25.8,174,Medium
L53247,L,301.0,311.0,1582,37.5,176,Medium
M20928,M,301.0,310.9,2047,17.9,178,Medium
L53249,L,300.9,310.9,1601,34.0,181,Critical
L53250,L,300.9,310.9,1615,32.0,183,Critical
M20931,M,300.9,310.8,1452,43.6,185,Critical
M20932,M,300.9,310.8,1695,30.2,188,Critical
M20933,M,300.9,310.8,1790,26.2,191,Critical
M20934,M,301.0,310.8,1533,39.3,194,Critical
L53255,L,301.0,310.9,1813,28.5,197,Critical
L53256,L,301.0,310.9,1492,36.7,199,Critical
L53257,L,300.9,310.7,1479,43.3,201,Critical
L53258,L,300.8,310.7,1339,59.1,203,Critical
M20939,M,300.8,310.7,1371,44.7,205,Critical
L53260,L,300.9,310.7,1468,36.2,208,Critical
L53261,L,300.9,310.7,1517,41.7,210,Critical
L53262,L,300.9,310.7,1352,46.4,212,Critical
L53263,L,300.9,310.7,1389,50.0,214,Critical
M20944,M,300.8,310.6,1505,36.2,0,Healthy
L53265,L,300.9,310.6,1538,36.7,3,Healthy
L53266,L,300.9,310.8,1482,37.0,5,Healthy
M20947,M,300.9,310.8,1599,33.0,7,Healthy
L53268,L,300.9,310.8,1476,39.0,10,Healthy
L53269,L,300.9,310.7,1509,37.5,12,Healthy
L53270,L,300.9,310.8,1708,29.1,14,Healthy
L53271,L,300.9,310.7,1412,57.5,16,Healthy
L53272,L,300.9,310.7,1658,28.5,18,Healthy
L53273,L,301.0,310.8,1375,57.2,20,Healthy
M20954,M,300.9,310.8,1402,48.1,22,Healthy
M20955,M,300.9,310.7,1452,47.3,25,Healthy
M20956,M,300.8,310.7,1483,40.8,28,Healthy
H35511,H,300.9,310.8,1477,38.4,31,Healthy
M20958,M,300.8,310.7,1924,22.4,36,Healthy
H35513,H,300.9,310.7,1609,28.7,39,Healthy
M20960,M,300.8,310.7,1886,21.1,44,Healthy
L53281,L,300.7,310.6,1616,29.6,47,Healthy
L53282,L,300.7,310.7,1442,43.2,49,Healthy
L53283,L,300.8,310.8,1407,45.1,51,Healthy
M20964,M,300.8,310.8,1461,41.3,53,Healthy
M20965,M,300.8,310.9,1522,46.2,56,Healthy
L53286,L,300.9,311.0,1432,48.1,59,Healthy
L53287,L,300.9,311.0,1438,49.0,61,Healthy
M20968,M,300.8,310.9,1678,28.1,63,Healthy
M20969,M,300.8,310.9,1514,38.7,66,Healthy
L53290,L,300.7,310.8,1534,41.3,69,Healthy
M20971,M,300.7,310.8,1486,41.2,71,Healthy
L53292,L,300.7,310.8,1925,22.0,74,Healthy
M20973,M,300.7,310.8,1724,30.0,76,Healthy
M20974,M,300.8,310.8,1549,35.5,79,Healthy
L53295,L,300.8,310.9,1457,47.7,82,Medium
L53296,L,300.8,310.9,1453,43.9,84,Medium
L53297,L,300.8,311.0,1578,44.4,86,Medium
M20978,M,300.9,311.1,1325,61.4,88,Medium
L53299,L,300.9,311.1,1471,39.3,91,Medium
M20980,M,300.9,311.2,1472,40.0,93,Medium
L53301,L,300.9,311.1,1457,37.4,96,Medium
L53302,L,301.0,311.0,1402,55.3,98,Medium
L53303,L,300.9,310.9,1477,41.5,100,Medium
M20984,M,300.9,310.9,1727,30.1,102,Medium
L53305,L,300.9,310.9,1995,20.2,105,Medium
L53306,L,300.9,310.9,1370,52.5,107,Medium
L53307,L,300.9,310.9,1228,66.4,109,Medium
L53308,L,300.9,311.0,1499,38.0,111,Medium
M20989,M,301.0,311.0,1508,46.9,113,Medium
L53310,L,301.0,310.9,1473,44.2,116,Medium
H35545,H,301.0,311.0,1640,37.6,118,Medium
L53312,L,301.1,311.1,1429,42.5,123,Medium
L53313,L,301.1,311.1,1470,40.9,125,Medium
L53314,L,301.0,311.0,1581,37.0,127,Medium
L53315,L,301.0,310.9,1740,28.9,129,Medium
H35550,H,300.9,310.8,1390,40.6,131,Medium
M20997,M,300.9,310.8,1988,19.7,136,Medium
M20998,M,300.8,310.7,1452,43.0,139,Medium
L53319,L,300.8,310.7,1586,33.4,142,Medium
L53320,L,300.8,310.7,1589,34.3,144,Medium
L53321,L,300.8,310.8,1486,45.7,146,Medium
L53322,L,300.9,310.9,1755,27.9,148,Medium
M21003,M,301.0,310.9,1575,34.6,150,Medium
M21004,M,301.1,311.1,1615,37.7,153,Medium
M21005,M,301.1,311.1,1436,41.8,156,Medium
M21006,M,301.1,311.1,1470,40.6,159,Medium
M21007,M,301.1,311.1,2089,19.8,162,Medium
L53328,L,301.1,311.2,1564,37.0,165,Medium
M21009,M,301.0,311.1,1420,47.4,167,Medium
L53330,L,301.1,311.1,1711,29.1,170,Medium
L53331,L,301.1,311.2,1555,35.3,172,Medium
M21012,M,301.1,311.1,1592,35.7,174,Medium
L53333,L,301.0,311.1,1236,64.4,177,Critical
M21014,M,301.0,310.9,1765,24.2,179,Medium
L53335,L,301.0,311.0,1634,31.2,182,Critical
L53336,L,301.1,311.1,1508,41.5,184,Critical
L53337,L,301.1,311.2,1774,29.6,186,Critical
L53338,L,301.1,311.0,1677,29.1,188,Critical
L53339,L,301.0,311.0,1399,58.0,190,Critical
L53340,L,301.0,310.9,1570,34.0,192,Critical
L53341,L,301.0,310.9,1479,44.3,194,Critical
L53342,L,301.0,310.8,1558,34.9,196,Critical
L53343,L,300.8,310.7,1358,48.1,198,Critical
H35578,H,300.9,310.7,1656,30.7,200,Critical
L53345,L,300.9,310.7,1523,35.8,205,Critical
H35580,H,300.9,310.7,1403,40.6,207,Critical
M21027,M,300.9,310.7,1362,51.6,212,Critical
M21028,M,300.7,310.6,1778,27.1,215,Critical
L53349,L,300.7,310.5,1448,38.2,218,Critical
H35584,H,300.8,310.5,1559,40.1,220,Critical
L53351,L,300.8,310.6,1416,42.2,225,Critical
L53352,L,300.8,310.6,1577,37.9,227,Critical
L53353,L,300.8,310.7,1633,27.8,0,Healthy
L53354,L,300.9,310.7,1573,31.2,2,Healthy
L53355,L,300.9,310.8,1517,44.3,4,Healthy
L53356,L,301.0,310.9,1515,37.3,6,Healthy
L53357,L,301.0,310.8,1527,45.3,8,Healthy
L53358,L,301.1,310.9,1282,67.9,10,Critical
M21039,M,301.1,310.9,1396,45.1,12,Healthy
L53360,L,301.0,310.9,1492,44.6,15,Healthy
L53361,L,301.0,310.8,1975,19.7,17,Healthy
L53362,L,301.0,310.8,1475,35.3,19,Healthy
H35597,H,301.0,310.9,1495,37.3,21,Healthy
L53364,L,301.0,311.0,1553,35.8,26,Healthy
L53365,L,301.1,311.0,1918,21.7,28,Healthy
M21046,M,301.1,311.0,1413,46.6,30,Healthy
L53367,L,301.0,311.0,1437,56.0,33,Healthy
L53368,L,301.0,310.9,1450,45.9,35,Healthy
M21049,M,301.0,310.9,1910,21.9,37,Healthy
L53370,L,300.9,310.9,1749,26.4,40,Healthy
H35605,H,301.0,310.9,1916,22.0,42,Healthy
L53372,L,301.0,310.9,1428,45.3,47,Healthy
L53373,L,301.0,310.9,1578,38.4,49,Healthy
L53374,L,300.9,310.8,1571,39.9,51,Healthy
L53375,L,300.9,310.8,1729,30.2,53,Healthy
L53376,L,300.9,310.8,1701,30.4,55,Healthy
L53377,L,300.9,310.8,1493,45.8,57,Healthy
M21058,M,301.0,310.9,1554,32.7,59,Healthy
L53379,L,300.9,310.9,1497,43.2,62,Healthy
L53380,L,301.0,310.9,1679,29.8,64,Healthy
M21061,M,301.0,310.9,1510,44.5,66,Healthy
L53382,L,301.0,310.9,1296,54.9,69,Healthy
L53383,L,301.0,310.9,1404,41.8,71,Healthy
M21064,M,300.9,310.8,1519,34.9,73,Healthy
M21065,M,300.9,310.7,1696,27.3,76,Healthy
M21066,M,300.8,310.6,1669,28.4,79,Healthy
L53387,L,300.7,310.6,1447,40.7,82,Medium
M21068,M,300.7,310.6,1418,46.3,84,Medium
L53389,L,300.7,310.6,1407,40.5,87,Medium
L53390,L,300.8,310.5,1434,44.5,89,Medium
L53391,L,300.8,310.6,1360,48.8,91,Medium
L53392,L,300.8,310.6,1402,53.7,93,Medium
L53393,L,300.9,310.6,1552,34.9,95,Medium
L53394,L,300.9,310.7,1392,44.2,97,Medium
L53395,L,301.1,310.8,1521,41.0,99,Medium
L53396,L,301.1,310.8,1724,27.5,101,Medium
M21077,M,301.0,310.7,1455,46.1,103,Medium
H35632,H,301.0,310.6,1366,50.6,106,Medium
H35633,H,301.1,310.6,1407,43.9,111,Medium
L53400,L,301.1,310.8,1470,49.3,116,Medium
M21081,M,301.2,310.9,1359,50.8,118,Medium
H35636,H,301.1,310.8,1792,25.8,121,Medium
M21083,M,301.1,310.9,1552,37.9,126,Medium
L53404,L,301.2,311.0,1612,32.9,129,Medium
M21085,M,301.2,311.0,1424,41.4,131,Medium
H35640,H,301.3,311.0,1341,59.3,134,Medium
L53407,L,301.2,310.8,1479,38.2,139,Medium
L53408,L,301.2,310.9,1413,50.1,141,Medium
L53409,L,301.3,310.9,2165,17.4,143,Medium
M21090,M,301.3,311.0,1641,33.0,145,Medium
M21091,M,301.3,311.0,1495,40.8,148,Medium
L53412,L,301.3,311.0,1576,30.4,151,Medium
L53413,L,301.2,310.9,1467,37.1,153,Medium
L53414,L,301.2,310.8,1479,41.2,155,Medium
L53415,L,301.3,310.9,1596,33.9,157,Medium
M21096,M,301.3,310.9,1512,36.9,159,Medium
L53417,L,301.4,310.9,1414,38.8,162,Medium
L53418,L,301.3,310.8,1390,57.4,164,Medium
L53419,L,301.2,310.7,1644,31.6,166,Medium
M21100,M,301.2,310.7,1394,42.8,168,Medium
L53421,L,301.1,310.5,1324,52.4,171,Medium
L53422,L,301.0,310.4,1476,43.6,173,Medium
L53423,L,301.0,310.4,2204,16.6,175,Medium
M21104,M,301.0,310.4,1665,30.9,177,Medium
L53425,L,300.9,310.4,1445,41.7,180,Critical
H35660,H,300.8,310.3,1457,46.8,182,Critical
L53427,L,300.8,310.2,1492,46.3,187,Critical
L53428,L,300.8,310.1,1405,61.2,189,Critical
L53429,L,300.7,310.1,1542,35.5,191,Critical
L53430,L,300.8,310.2,1520,37.7,193,Critical
M21111,M,300.8,310.2,1598,36.5,195,Critical
L53432,L,300.8,310.3,1538,36.1,198,Critical
L53433,L,300.9,310.4,1615,30.9,200,Critical
L53434,L,301.0,310.5,1408,47.0,202,Critical
L53435,L,301.0,310.5,1379,57.3,204,Critical
L53436,L,301.0,310.6,1493,37.8,206,Critical
L53437,L,301.1,310.7,1376,49.1,0,Healthy
M21118,M,301.1,310.7,1583,40.7,2,Healthy
M21119,M,301.2,310.8,1396,47.4,5,Healthy
L53440,L,301.1,310.7,1436,45.3,8,Healthy
L53441,L,301.1,310.6,1417,47.6,10,Healthy
L53442,L,301.0,310.6,1641,33.4,12,Healthy
M21123,M,301.0,310.6,1698,27.3,14,Healthy
L53444,L,300.9,310.4,1541,39.1,17,Healthy
L53445,L,300.8,310.3,1383,46.6,19,Healthy
L53446,L,300.8,310.4,1368,46.8,21,Healthy
L53447,L,300.8,310.4,1570,35.2,23,Healthy
L53448,L,300.9,310.5,1616,33.5,25,Healthy
M21129,M,300.9,310.5,1444,43.2,27,Healthy
L53450,L,300.9,310.4,2021,18.8,30,Healthy
M21131,M,300.9,310.5,1702,29.3,32,Healthy
M21132,M,301.1,310.6,1429,52.7,35,Healthy
L53453,L,301.2,310.8,1711,28.9,38,Healthy
M21134,M,301.2,310.7,1543,32.9,40,Healthy
L53455,L,301.3,310.8,1628,32.2,43,Healthy
L53456,L,301.2,310.8,1233,64.6,45,Healthy
L53457,L,301.2,310.8,1461,40.6,47,Healthy
L53458,L,301.2,310.7,1568,38.3,49,Healthy
L53459,L,301.3,310.8,1432,54.4,51,Healthy
M21140,M,301.2,310.7,1527,41.1,53,Healthy
M21141,M,301.3,310.8,1455,41.2,56,Healthy
M21142,M,301.3,310.8,1418,45.4,59,Healthy
L53463,L,301.3,310.8,1719,29.5,62,Healthy
M21144,M,301.2,310.8,1734,31.3,64,Healthy
M21145,M,301.2,310.7,1426,46.1,67,Healthy
L53466,L,301.1,310.6,1611,35.2,70,Healthy
M21147,M,301.1,310.6,1479,41.1,72,Healthy
L53468,L,301.0,310.5,1317,50.9,75,Healthy
L53469,L,301.0,310.5,1248,61.4,77,Healthy
L53470,L,301.0,310.5,1932,21.7,79,Healthy
M21151,M,301.1,310.5,1547,35.8,81,Medium
L53472,L,301.0,310.4,1614,31.6,84,Medium
H35707,H,301.0,310.4,1512,44.9,86,Medium
L53474,L,301.1,310.5,1529,38.7,91,Medium
H35709,H,301.1,310.6,1782,24.9,93,Medium
L53476,L,301.0,310.5,1429,39.4,98,Medium
M21157,M,301.1,310.5,1309,60.7,100,Medium
L53478,L,301.1,310.5,1428,44.1,103,Medium
L53479,L,301.2,310.6,1385,49.2,105,Medium
L53480,L,301.2,310.7,1517,39.4,107,Medium
M21161,M,301.2,310.6,1576,39.6,109,Medium
L53482,L,301.2,310.6,1437,51.2,112,Medium
H35717,H,301.2,310.6,1457,50.5,114,Medium
L53484,L,301.1,310.5,1532,37.5,119,Medium
M21165,M,301.1,310.5,1603,32.6,121,Medium
L53486,L,301.0,310.4,1563,34.4,124,Medium
L53487,L,301.0,310.3,1617,34.5,126,Medium
M21168,M,300.8,310.1,1686,26.9,128,Medium
L53489,L,300.9,310.2,1382,50.4,131,Medium
L53490,L,300.9,310.1,2090,17.8,133,Medium
L53491,L,300.9,310.3,1446,44.5,135,Medium
M21172,M,300.9,310.2,1533,38.1,137,Medium
L53493,L,300.9,310.3,1440,47.6,140,Medium
M21174,M,301.0,310.4,1793,25.0,142,Medium
M21175,M,301.0,310.4,1517,46.1,145,Medium
L53496,L,300.9,310.4,1544,36.0,148,Medium
L53497,L,300.9,310.3,1321,48.8,150,Medium
M21178,M,300.9,310.3,1416,50.9,152,Medium
L53499,L,300.8,310.2,1514,40.0,155,Medium
M21180,M,300.8,310.2,1304,52.5,157,Medium
L53501,L,300.7,310.2,1286,64.9,160,Medium
M21182,M,300.7,310.1,1483,40.2,162,Medium
L53503,L,300.7,310.1,1351,46.9,165,Medium
M21184,M,300.7,310.1,1367,52.6,167,Medium
L53505,L,300.7,310.1,1721,32.3,170,Medium
L53506,L,300.6,310.0,1455,40.4,172,Medium
L53507,L,300.6,310.0,1425,49.5,174,Medium
L53508,L,300.7,310.0,1672,29.7,176,Medium
M21189,M,300.7,310.0,1641,34.6,178,Medium
M21190,M,300.5,310.0,1580,37.0,181,Critical
