machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend,annual_maintenance,retrofit_cost,replacement_cost,expected_life_years,energy_cost_per_year,resale_value,production_loss_per_day
L53261,L,300.9,310.7,1517,41.7,210,Critical,7,15,75,Corrective,17,1350,No,12484,5.0,5.0,50.6,Critical,2500,8000,25000,5,1500,5000,800
L53262,L,300.9,310.7,1352,46.4,212,Critical,7,14,74,Corrective,17,1350,No,12244,4.9,5.1,45.1,Critical,2500,8000,25000,5,1500,5000,800
L53263,L,300.9,310.7,1389,50.0,214,Critical,7,13,73,Corrective,17,1350,No,12408,5.0,5.0,46.3,Critical,2500,8000,25000,5,1500,5000,800
M20944,M,300.8,310.6,1505,36.2,0,Healthy,1,120,180,Preventive,0,750,No,3010,1.2,8.8,50.2,Stable,4500,15000,45000,7,2800,9000,1500
L53265,L,300.9,310.6,1538,36.7,3,Healthy,1,119,179,Preventive,0,450,No,3211,1.3,8.7,51.3,Stable,2500,8000,25000,5,1500,5000,800
L53266,L,300.9,310.8,1482,37.0,5,Healthy,1,118,178,Preventive,0,450,No,3189,1.3,8.7,49.4,Stable,2500,8000,25000,5,1500,5000,800
M20947,M,300.9,310.8,1599,33.0,7,Healthy,1,117,177,Preventive,0,750,No,3513,1.4,8.6,53.3,Stable,4500,15000,45000,7,2800,9000,1500
L53268,L,300.9,310.8,1476,39.0,10,Healthy,1,115,175,Preventive,0,450,No,3402,1.4,8.6,49.2,Stable,2500,8000,25000,5,1500,5000,800
L53269,L,300.9,310.7,1509,37.5,12,Healthy,1,114,174,Preventive,1,450,No,3558,1.4,8.6,50.3,Stable,2500,8000,25000,5,1500,5000,800
L53270,L,300.9,310.8,1708,29.1,14,Healthy,1,113,173,Preventive,1,450,No,4046,1.6,8.4,56.9,Stable,2500,8000,25000,5,1500,5000,800
L53271,L,300.9,310.7,1412,57.5,16,Healthy,1,112,172,Preventive,1,450,No,3544,1.4,8.6,47.1,Stable,2500,8000,25000,5,1500,5000,800
L53272,L,300.9,310.7,1658,28.5,18,Healthy,1,111,171,Preventive,1,450,No,4126,1.7,8.3,55.3,Stable,2500,8000,25000,5,1500,5000,800
L53273,L,301.0,310.8,1375,57.2,20,Healthy,1,110,170,Preventive,1,450,No,3650,1.5,8.5,45.8,Stable,2500,8000,25000,5,1500,5000,800
M20954,M,300.9,310.8,1402,48.1,22,Healthy,1,109,169,Preventive,1,750,No,3794,1.5,8.5,46.7,Stable,4500,15000,45000,7,2800,9000,1500
M20955,M,300.9,310.7,1452,47.3,25,Healthy,1,108,168,Preventive,2,750,No,4029,1.6,8.4,48.4,Stable,4500,15000,45000,7,2800,9000,1500
M20956,M,300.8,310.7,1483,40.8,28,Healthy,1,106,166,Preventive,2,750,No,4226,1.7,8.3,49.4,Stable,4500,15000,45000,7,2800,9000,1500
H35511,H,300.9,310.8,1477,38.4,31,Healthy,1,105,165,Preventive,2,1150,No,4349,1.7,8.3,49.2,Stable,7000,25000,70000,10,4200,15000,2500
M20958,M,300.8,310.7,1924,22.4,36,Healthy,2,102,162,Preventive,3,900,No,5468,2.2,7.8,64.1,Stable,4500,15000,45000,7,2800,9000,1500
H35513,H,300.9,310.7,1609,28.7,39,Healthy,2,101,161,Preventive,3,1300,No,4973,2.0,8.0,53.6,Stable,7000,25000,70000,10,4200,15000,2500
M20960,M,300.8,310.7,1886,21.1,44,Healthy,2,98,158,Preventive,3,900,No,5752,2.3,7.7,62.9,Stable,4500,15000,45000,7,2800,9000,1500
L53281,L,300.7,310.6,1616,29.6,47,Healthy,2,97,157,Preventive,3,600,No,5347,2.1,7.9,53.9,Stable,2500,8000,25000,5,1500,5000,800
L53282,L,300.7,310.7,1442,43.2,49,Healthy,2,96,156,Preventive,4,600,No,5089,2.0,8.0,48.1,Stable,2500,8000,25000,5,1500,5000,800
L53283,L,300.8,310.8,1407,45.1,51,Healthy,2,95,155,Preventive,4,600,No,5109,2.0,8.0,46.9,Stable,2500,8000,25000,5,1500,5000,800
M20964,M,300.8,310.8,1461,41.3,53,Healthy,2,94,154,Preventive,4,900,No,5307,2.1,7.9,48.7,Stable,4500,15000,45000,7,2800,9000,1500
M20965,M,300.8,310.9,1522,46.2,56,Healthy,2,92,152,Preventive,4,900,No,5564,2.2,7.8,50.7,Stable,4500,15000,45000,7,2800,9000,1500
L53286,L,300.9,311.0,1432,48.1,59,Healthy,2,91,151,Preventive,4,600,No,5519,2.2,7.8,47.7,Stable,2500,8000,25000,5,1500,5000,800
L53287,L,300.9,311.0,1438,49.0,61,Healthy,2,90,150,Preventive,5,600,No,5621,2.2,7.8,47.9,Stable,2500,8000,25000,5,1500,5000,800
M20968,M,300.8,310.9,1678,28.1,63,Healthy,2,89,149,Preventive,5,900,No,6191,2.5,7.5,55.9,Stable,4500,15000,45000,7,2800,9000,1500
M20969,M,300.8,310.9,1514,38.7,66,Healthy,2,87,147,Preventive,5,900,No,5998,2.4,7.6,50.5,Stable,4500,15000,45000,7,2800,9000,1500
L53290,L,300.7,310.8,1534,41.3,69,Healthy,2,86,146,Preventive,5,600,No,6173,2.5,7.5,51.1,Stable,2500,8000,25000,5,1500,5000,800
M20971,M,300.7,310.8,1486,41.2,71,Healthy,3,85,145,Preventive,5,1050,No,6167,2.5,7.5,49.5,Stable,4500,15000,45000,7,2800,9000,1500
L53292,L,300.7,310.8,1925,22.0,74,Healthy,3,83,143,Preventive,6,750,No,7180,2.9,7.1,64.2,Stable,2500,8000,25000,5,1500,5000,800
M20973,M,300.7,310.8,1724,30.0,76,Healthy,3,82,142,Preventive,6,1050,No,6868,2.7,7.3,57.5,Stable,4500,15000,45000,7,2800,9000,1500
M20974,M,300.8,310.8,1549,35.5,79,Healthy,3,81,141,Preventive,6,1050,No,6653,2.7,7.3,51.6,Stable,4500,15000,45000,7,2800,9000,1500
L53295,L,300.8,310.9,1457,47.7,82,Medium,3,79,139,Preventive,6,750,No,6604,2.6,7.4,48.6,Declining,2500,8000,25000,5,1500,5000,800
L53296,L,300.8,310.9,1453,43.9,84,Medium,3,78,138,Preventive,7,750,No,6686,2.7,7.3,48.4,Declining,2500,8000,25000,5,1500,5000,800
L53297,L,300.8,311.0,1578,44.4,86,Medium,3,77,137,Preventive,7,750,No,7026,2.8,7.2,52.6,Declining,2500,8000,25000,5,1500,5000,800
M20978,M,300.9,311.1,1325,61.4,88,Medium,3,76,136,Preventive,7,1050,No,6610,2.6,7.4,44.2,Declining,4500,15000,45000,7,2800,9000,1500
L53299,L,300.9,311.1,1471,39.3,91,Medium,3,75,135,Preventive,7,750,No,7037,2.8,7.2,49.0,Declining,2500,8000,25000,5,1500,5000,800
M20980,M,300.9,311.2,1472,40.0,93,Medium,3,74,134,Preventive,7,1050,No,7129,2.9,7.1,49.1,Declining,4500,15000,45000,7,2800,9000,1500
L53301,L,300.9,311.1,1457,37.4,96,Medium,3,72,132,Preventive,8,750,No,7234,2.9,7.1,48.6,Declining,2500,8000,25000,5,1500,5000,800
L53302,L,301.0,311.0,1402,55.3,98,Medium,3,71,131,Preventive,8,750,No,7214,2.9,7.1,46.7,Declining,2500,8000,25000,5,1500,5000,800
L53303,L,300.9,310.9,1477,41.5,100,Medium,3,70,130,Preventive,8,750,No,7454,3.0,7.0,49.2,Declining,2500,8000,25000,5,1500,5000,800
M20984,M,300.9,310.9,1727,30.1,102,Medium,3,69,129,Preventive,8,1050,No,8044,3.2,6.8,57.6,Declining,4500,15000,45000,7,2800,9000,1500
L53305,L,300.9,310.9,1995,20.2,105,Medium,4,68,128,Preventive,8,900,No,8715,3.5,6.5,66.5,Declining,2500,8000,25000,5,1500,5000,800
L53306,L,300.9,310.9,1370,52.5,107,Medium,4,67,127,Preventive,8,900,No,7555,3.0,7.0,45.7,Declining,2500,8000,25000,5,1500,5000,800
L53307,L,300.9,310.9,1228,66.4,109,Medium,4,66,126,Preventive,9,900,No,7361,2.9,7.1,40.9,Declining,2500,8000,25000,5,1500,5000,800
L53308,L,300.9,311.0,1499,38.0,111,Medium,4,65,125,Preventive,9,900,No,7993,3.2,6.8,50.0,Declining,2500,8000,25000,5,1500,5000,800
M20989,M,301.0,311.0,1508,46.9,113,Medium,4,64,124,Preventive,9,1200,No,8101,3.2,6.8,50.3,Declining,4500,15000,45000,7,2800,9000,1500
L53310,L,301.0,310.9,1473,44.2,116,Medium,4,62,122,Preventive,9,900,No,8166,3.3,6.7,49.1,Declining,2500,8000,25000,5,1500,5000,800
H35545,H,301.0,311.0,1640,37.6,118,Medium,4,61,121,Preventive,9,1600,No,8590,3.4,6.6,54.7,Declining,7000,25000,70000,10,4200,15000,2500
L53312,L,301.1,311.1,1429,42.5,123,Medium,4,59,119,Corrective,10,900,No,8393,3.4,6.6,47.6,Declining,2500,8000,25000,5,1500,5000,800
L53313,L,301.1,311.1,1470,40.9,125,Medium,4,58,118,Corrective,10,900,No,8565,3.4,6.6,49.0,Declining,2500,8000,25000,5,1500,5000,800
L53314,L,301.0,311.0,1581,37.0,127,Medium,4,57,117,Corrective,10,900,No,8877,3.6,6.4,52.7,Declining,2500,8000,25000,5,1500,5000,800
L53315,L,301.0,310.9,1740,28.9,129,Medium,4,56,116,Corrective,10,900,No,9285,3.7,6.3,58.0,Declining,2500,8000,25000,5,1500,5000,800
H35550,H,300.9,310.8,1390,40.6,131,Medium,4,55,115,Corrective,10,1600,No,8675,3.5,6.5,46.3,Declining,7000,25000,70000,10,4200,15000,2500
M20997,M,300.9,310.8,1988,19.7,136,Medium,4,52,112,Corrective,11,1200,No,10096,4.0,6.0,66.3,Declining,4500,15000,45000,7,2800,9000,1500
M20998,M,300.8,310.7,1452,43.0,139,Medium,4,51,111,Corrective,11,1200,No,9159,3.7,6.3,48.4,Declining,4500,15000,45000,7,2800,9000,1500
L53319,L,300.8,310.7,1586,33.4,142,Medium,5,49,109,Corrective,11,1050,No,9562,3.8,6.2,52.9,Declining,2500,8000,25000,5,1500,5000,800
L53320,L,300.8,310.7,1589,34.3,144,Medium,5,48,108,Corrective,12,1050,No,9658,3.9,6.1,53.0,Declining,2500,8000,25000,5,1500,5000,800
L53321,L,300.8,310.8,1486,45.7,146,Medium,5,47,107,Corrective,12,1050,No,9542,3.8,6.2,49.5,Declining,2500,8000,25000,5,1500,5000,800
L53322,L,300.9,310.9,1755,27.9,148,Medium,5,46,106,Corrective,12,1050,No,10170,4.1,5.9,58.5,Declining,2500,8000,25000,5,1500,5000,800
M21003,M,301.0,310.9,1575,34.6,150,Medium,5,45,105,Corrective,12,1350,No,9900,4.0,6.0,52.5,Declining,4500,15000,45000,7,2800,9000,1500
M21004,M,301.1,311.1,1615,37.7,153,Medium,5,44,104,Corrective,12,1350,No,10115,4.0,6.0,53.8,Declining,4500,15000,45000,7,2800,9000,1500
M21005,M,301.1,311.1,1436,41.8,156,Medium,5,42,102,Corrective,13,1350,No,9892,4.0,6.0,47.9,Declining,4500,15000,45000,7,2800,9000,1500
M21006,M,301.1,311.1,1470,40.6,159,Medium,5,41,101,Corrective,13,1350,No,10095,4.0,6.0,49.0,Declining,4500,15000,45000,7,2800,9000,1500
M21007,M,301.1,311.1,2089,19.8,162,Medium,5,39,99,Corrective,13,1350,No,11468,4.6,5.4,69.6,Declining,4500,15000,45000,7,2800,9000,1500
L53328,L,301.1,311.2,1564,37.0,165,Medium,5,38,98,Corrective,13,1050,No,10553,4.2,5.8,52.1,Declining,2500,8000,25000,5,1500,5000,800
M21009,M,301.0,311.1,1420,47.4,167,Medium,5,37,97,Corrective,13,1350,No,10355,4.1,5.9,47.3,Declining,4500,15000,45000,7,2800,9000,1500
L53330,L,301.1,311.1,1711,29.1,170,Medium,5,35,95,Corrective,14,1050,No,11072,4.4,5.6,57.0,Declining,2500,8000,25000,5,1500,5000,800
L53331,L,301.1,311.2,1555,35.3,172,Medium,5,34,94,Corrective,14,1050,No,10850,4.3,5.7,51.8,Declining,2500,8000,25000,5,1500,5000,800
M21012,M,301.1,311.1,1592,35.7,174,Medium,5,33,93,Corrective,14,1350,No,11014,4.4,5.6,53.1,Declining,4500,15000,45000,7,2800,9000,1500
L53333,L,301.0,311.1,1236,64.4,177,Critical,8,32,92,Emergency,38,1500,Yes,10437,4.2,5.8,41.2,Critical,2500,8000,25000,5,1500,5000,800
M21014,M,301.0,310.9,1765,24.2,179,Medium,6,31,91,Corrective,14,1500,No,11585,4.6,5.4,58.8,Declining,4500,15000,45000,7,2800,9000,1500
L53335,L,301.0,311.0,1634,31.2,182,Critical,6,29,89,Corrective,15,1200,No,11458,4.6,5.4,54.5,Critical,2500,8000,25000,5,1500,5000,800
L53336,L,301.1,311.1,1508,41.5,184,Critical,6,28,88,Corrective,15,1200,No,11296,4.5,5.5,50.3,Critical,2500,8000,25000,5,1500,5000,800
L53337,L,301.1,311.2,1774,29.6,186,Critical,6,27,87,Corrective,15,1200,No,11918,4.8,5.2,59.1,Critical,2500,8000,25000,5,1500,5000,800
L53338,L,301.1,311.0,1677,29.1,188,Critical,6,26,86,Corrective,15,1200,No,11814,4.7,5.3,55.9,Critical,2500,8000,25000,5,1500,5000,800
L53339,L,301.0,311.0,1399,58.0,190,Critical,8,25,85,Emergency,39,1500,Yes,11348,4.5,5.5,46.6,Critical,2500,8000,25000,5,1500,5000,800
L53340,L,301.0,310.9,1570,34.0,192,Critical,6,24,84,Corrective,16,1200,No,11780,4.7,5.3,52.3,Critical,2500,8000,25000,5,1500,5000,800
L53341,L,301.0,310.9,1479,44.3,194,Critical,6,23,83,Corrective,16,1200,No,11688,4.7,5.3,49.3,Critical,2500,8000,25000,5,1500,5000,800
L53342,L,301.0,310.8,1558,34.9,196,Critical,6,22,82,Corrective,16,1200,No,11936,4.8,5.2,51.9,Critical,2500,8000,25000,5,1500,5000,800
L53343,L,300.8,310.7,1358,48.1,198,Critical,6,21,81,Corrective,16,1200,No,11626,4.7,5.3,45.3,Critical,2500,8000,25000,5,1500,5000,800
H35578,H,300.9,310.7,1656,30.7,200,Critical,6,20,80,Corrective,16,1900,No,12312,4.9,5.1,55.2,Critical,7000,25000,70000,10,4200,15000,2500
L53345,L,300.9,310.7,1523,35.8,205,Critical,6,18,78,Corrective,17,1200,No,12271,4.9,5.1,50.8,Critical,2500,8000,25000,5,1500,5000,800
H35580,H,300.9,310.7,1403,40.6,207,Critical,6,17,77,Corrective,17,1900,No,12121,4.8,5.2,46.8,Critical,7000,25000,70000,10,4200,15000,2500
M21027,M,300.9,310.7,1362,51.6,212,Critical,7,14,74,Corrective,17,1650,No,12264,4.9,5.1,45.4,Critical,4500,15000,45000,7,2800,9000,1500
M21028,M,300.7,310.6,1778,27.1,215,Critical,7,13,73,Corrective,17,1650,No,13231,5.3,4.7,59.3,Critical,4500,15000,45000,7,2800,9000,1500
L53349,L,300.7,310.5,1448,38.2,218,Critical,7,11,71,Corrective,18,1350,No,12706,5.1,4.9,48.3,Critical,2500,8000,25000,5,1500,5000,800
H35584,H,300.8,310.5,1559,40.1,220,Critical,7,10,70,Corrective,18,2050,No,13018,5.2,4.8,52.0,Critical,7000,25000,70000,10,4200,15000,2500
L53351,L,300.8,310.6,1416,42.2,225,Critical,7,8,68,Corrective,18,1350,No,12957,5.2,4.8,47.2,Critical,2500,8000,25000,5,1500,5000,800
L53352,L,300.8,310.6,1577,37.9,227,Critical,9,7,67,Emergency,42,1650,Yes,13369,5.3,4.7,52.6,Critical,2500,8000,25000,5,1500,5000,800
L53353,L,300.8,310.7,1633,27.8,0,Healthy,1,120,180,Preventive,0,450,No,3266,1.3,8.7,54.4,Stable,2500,8000,25000,5,1500,5000,800
L53354,L,300.9,310.7,1573,31.2,2,Healthy,1,119,179,Preventive,0,450,No,3236,1.3,8.7,52.4,Stable,2500,8000,25000,5,1500,5000,800
L53355,L,300.9,310.8,1517,44.3,4,Healthy,1,118,178,Preventive,0,450,No,3214,1.3,8.7,50.6,Stable,2500,8000,25000,5,1500,5000,800
L53356,L,301.0,310.9,1515,37.3,6,Healthy,1,117,177,Preventive,0,450,No,3300,1.3,8.7,50.5,Stable,2500,8000,25000,5,1500,5000,800
L53357,L,301.0,310.8,1527,45.3,8,Healthy,1,116,176,Preventive,0,450,No,3414,1.4,8.6,50.9,Stable,2500,8000,25000,5,1500,5000,800
L53358,L,301.1,310.9,1282,67.9,10,Critical,3,115,175,Emergency,24,750,Yes,3014,1.2,8.8,42.7,Critical,2500,8000,25000,5,1500,5000,800
M21039,M,301.1,310.9,1396,45.1,12,Healthy,1,114,174,Preventive,1,750,No,3332,1.3,8.7,46.5,Stable,4500,15000,45000,7,2800,9000,1500
L53360,L,301.0,310.9,1492,44.6,15,Healthy,1,113,173,Preventive,1,450,No,3659,1.5,8.5,49.7,Stable,2500,8000,25000,5,1500,5000,800
L53361,L,301.0,310.8,1975,19.7,17,Healthy,1,112,172,Preventive,1,450,No,4715,1.9,8.1,65.8,Stable,2500,8000,25000,5,1500,5000,800
L53362,L,301.0,310.8,1475,35.3,19,Healthy,1,111,171,Preventive,1,450,No,3805,1.5,8.5,49.2,Stable,2500,8000,25000,5,1500,5000,800
H35597,H,301.0,310.9,1495,37.3,21,Healthy,1,110,170,Preventive,1,1150,No,3935,1.6,8.4,49.8,Stable,7000,25000,70000,10,4200,15000,2500
L53364,L,301.0,311.0,1553,35.8,26,Healthy,1,107,167,Preventive,2,450,No,4276,1.7,8.3,51.8,Stable,2500,8000,25000,5,1500,5000,800
L53365,L,301.1,311.0,1918,21.7,28,Healthy,1,106,166,Preventive,2,450,No,5096,2.0,8.0,63.9,Stable,2500,8000,25000,5,1500,5000,800
M21046,M,301.1,311.0,1413,46.6,30,Healthy,1,105,165,Preventive,2,750,No,4176,1.7,8.3,47.1,Stable,4500,15000,45000,7,2800,9000,1500
L53367,L,301.0,311.0,1437,56.0,33,Healthy,1,104,164,Preventive,2,450,No,4359,1.7,8.3,47.9,Stable,2500,8000,25000,5,1500,5000,800
L53368,L,301.0,310.9,1450,45.9,35,Healthy,2,103,163,Preventive,2,600,No,4475,1.8,8.2,48.3,Stable,2500,8000,25000,5,1500,5000,800
M21049,M,301.0,310.9,1910,21.9,37,Healthy,2,102,162,Preventive,3,900,No,5485,2.2,7.8,63.7,Stable,4500,15000,45000,7,2800,9000,1500
L53370,L,300.9,310.9,1749,26.4,40,Healthy,2,100,160,Preventive,3,600,No,5298,2.1,7.9,58.3,Stable,2500,8000,25000,5,1500,5000,800
H35605,H,301.0,310.9,1916,22.0,42,Healthy,2,99,159,Preventive,3,1300,No,5722,2.3,7.7,63.9,Stable,7000,25000,70000,10,4200,15000,2500
L53372,L,301.0,310.9,1428,45.3,47,Healthy,2,97,157,Preventive,3,600,No,4971,2.0,8.0,47.6,Stable,2500,8000,25000,5,1500,5000,800
L53373,L,301.0,310.9,1578,38.4,49,Healthy,2,96,156,Preventive,4,600,No,5361,2.1,7.9,52.6,Stable,2500,8000,25000,5,1500,5000,800
L53374,L,300.9,310.8,1571,39.9,51,Healthy,2,95,155,Preventive,4,600,No,5437,2.2,7.8,52.4,Stable,2500,8000,25000,5,1500,5000,800
L53375,L,300.9,310.8,1729,30.2,53,Healthy,2,94,154,Preventive,4,600,No,5843,2.3,7.7,57.6,Stable,2500,8000,25000,5,1500,5000,800
L53376,L,300.9,310.8,1701,30.4,55,Healthy,2,93,153,Preventive,4,600,No,5877,2.4,7.6,56.7,Stable,2500,8000,25000,5,1500,5000,800
L53377,L,300.9,310.8,1493,45.8,57,Healthy,2,92,152,Preventive,4,600,No,5551,2.2,7.8,49.8,Stable,2500,8000,25000,5,1500,5000,800
M21058,M,301.0,310.9,1554,32.7,59,Healthy,2,91,151,Preventive,4,900,No,5763,2.3,7.7,51.8,Stable,4500,15000,45000,7,2800,9000,1500
L53379,L,300.9,310.9,1497,43.2,62,Healthy,2,89,149,Preventive,5,600,No,5784,2.3,7.7,49.9,Stable,2500,8000,25000,5,1500,5000,800
L53380,L,301.0,310.9,1679,29.8,64,Healthy,2,88,148,Preventive,5,600,No,6238,2.5,7.5,56.0,Stable,2500,8000,25000,5,1500,5000,800
M21061,M,301.0,310.9,1510,44.5,66,Healthy,2,87,147,Preventive,5,900,No,5990,2.4,7.6,50.3,Stable,4500,15000,45000,7,2800,9000,1500
L53382,L,301.0,310.9,1296,54.9,69,Healthy,2,86,146,Preventive,5,600,No,5697,2.3,7.7,43.2,Stable,2500,8000,25000,5,1500,5000,800
L53383,L,301.0,310.9,1404,41.8,71,Healthy,3,85,145,Preventive,5,750,No,6003,2.4,7.6,46.8,Stable,2500,8000,25000,5,1500,5000,800
M21064,M,300.9,310.8,1519,34.9,73,Healthy,3,84,144,Preventive,6,1050,No,6323,2.5,7.5,50.6,Stable,4500,15000,45000,7,2800,9000,1500
M21065,M,300.9,310.7,1696,27.3,76,Healthy,3,82,142,Preventive,6,1050,No,6812,2.7,7.3,56.5,Stable,4500,15000,45000,7,2800,9000,1500
M21066,M,300.8,310.6,1669,28.4,79,Healthy,3,81,141,Preventive,6,1050,No,6893,2.8,7.2,55.6,Stable,4500,15000,45000,7,2800,9000,1500
L53387,L,300.7,310.6,1447,40.7,82,Medium,3,79,139,Preventive,6,750,No,6584,2.6,7.4,48.2,Declining,2500,8000,25000,5,1500,5000,800
M21068,M,300.7,310.6,1418,46.3,84,Medium,3,78,138,Preventive,7,1050,No,6616,2.6,7.4,47.3,Declining,4500,15000,45000,7,2800,9000,1500
L53389,L,300.7,310.6,1407,40.5,87,Medium,3,77,137,Preventive,7,750,No,6729,2.7,7.3,46.9,Declining,2500,8000,25000,5,1500,5000,800
L53390,L,300.8,310.5,1434,44.5,89,Medium,3,76,136,Preventive,7,750,No,6873,2.7,7.3,47.8,Declining,2500,8000,25000,5,1500,5000,800
L53391,L,300.8,310.6,1360,48.8,91,Medium,3,75,135,Preventive,7,750,No,6815,2.7,7.3,45.3,Declining,2500,8000,25000,5,1500,5000,800
L53392,L,300.8,310.6,1402,53.7,93,Medium,3,74,134,Preventive,7,750,No,6989,2.8,7.2,46.7,Declining,2500,8000,25000,5,1500,5000,800
L53393,L,300.9,310.6,1552,34.9,95,Medium,3,73,133,Preventive,7,750,No,7379,3.0,7.0,51.7,Declining,2500,8000,25000,5,1500,5000,800
L53394,L,300.9,310.7,1392,44.2,97,Medium,3,72,132,Preventive,8,750,No,7149,2.9,7.1,46.4,Declining,2500,8000,25000,5,1500,5000,800
L53395,L,301.1,310.8,1521,41.0,99,Medium,3,71,131,Preventive,8,750,No,7497,3.0,7.0,50.7,Declining,2500,8000,25000,5,1500,5000,800
L53396,L,301.1,310.8,1724,27.5,101,Medium,3,70,130,Preventive,8,750,No,7993,3.2,6.8,57.5,Declining,2500,8000,25000,5,1500,5000,800
M21077,M,301.0,310.7,1455,46.1,103,Medium,3,69,129,Preventive,8,1050,No,7545,3.0,7.0,48.5,Declining,4500,15000,45000,7,2800,9000,1500
H35632,H,301.0,310.6,1366,50.6,106,Medium,4,67,127,Preventive,8,1600,No,7502,3.0,7.0,45.5,Declining,7000,25000,70000,10,4200,15000,2500
H35633,H,301.1,310.6,1407,43.9,111,Medium,4,65,125,Preventive,9,1600,No,7809,3.1,6.9,46.9,Declining,7000,25000,70000,10,4200,15000,2500
L53400,L,301.1,310.8,1470,49.3,116,Medium,4,62,122,Preventive,9,900,No,8160,3.3,6.7,49.0,Declining,2500,8000,25000,5,1500,5000,800
M21081,M,301.2,310.9,1359,50.8,118,Medium,4,61,121,Preventive,9,1200,No,8028,3.2,6.8,45.3,Declining,4500,15000,45000,7,2800,9000,1500
H35636,H,301.1,310.8,1792,25.8,121,Medium,4,60,120,Corrective,10,1600,No,9029,3.6,6.4,59.7,Declining,7000,25000,70000,10,4200,15000,2500
M21083,M,301.1,310.9,1552,37.9,126,Medium,4,57,117,Corrective,10,1200,No,8774,3.5,6.5,51.7,Declining,4500,15000,45000,7,2800,9000,1500
L53404,L,301.2,311.0,1612,32.9,129,Medium,4,56,116,Corrective,10,900,No,9029,3.6,6.4,53.7,Declining,2500,8000,25000,5,1500,5000,800
M21085,M,301.2,311.0,1424,41.4,131,Medium,4,55,115,Corrective,10,1200,No,8743,3.5,6.5,47.5,Declining,4500,15000,45000,7,2800,9000,1500
H35640,H,301.3,311.0,1341,59.3,134,Medium,4,53,113,Corrective,11,1600,No,8712,3.5,6.5,44.7,Declining,7000,25000,70000,10,4200,15000,2500
L53407,L,301.2,310.8,1479,38.2,139,Medium,4,51,111,Corrective,11,900,No,9213,3.7,6.3,49.3,Declining,2500,8000,25000,5,1500,5000,800
L53408,L,301.2,310.9,1413,50.1,141,Medium,5,50,110,Corrective,11,1050,No,9171,3.7,6.3,47.1,Declining,2500,8000,25000,5,1500,5000,800
L53409,L,301.3,310.9,2165,17.4,143,Medium,5,49,109,Corrective,11,1050,No,10765,4.3,5.7,72.2,Declining,2500,8000,25000,5,1500,5000,800
M21090,M,301.3,311.0,1641,33.0,145,Medium,5,48,108,Corrective,12,1350,No,9807,3.9,6.1,54.7,Declining,4500,15000,45000,7,2800,9000,1500
M21091,M,301.3,311.0,1495,40.8,148,Medium,5,46,106,Corrective,12,1350,No,9650,3.9,6.1,49.8,Declining,4500,15000,45000,7,2800,9000,1500
L53412,L,301.3,311.0,1576,30.4,151,Medium,5,45,105,Corrective,12,1050,No,9947,4.0,6.0,52.5,Declining,2500,8000,25000,5,1500,5000,800
L53413,L,301.2,310.9,1467,37.1,153,Medium,5,44,104,Corrective,12,1050,No,9819,3.9,6.1,48.9,Declining,2500,8000,25000,5,1500,5000,800
L53414,L,301.2,310.8,1479,41.2,155,Medium,5,43,103,Corrective,12,1050,No,9933,4.0,6.0,49.3,Declining,2500,8000,25000,5,1500,5000,800
L53415,L,301.3,310.9,1596,33.9,157,Medium,5,42,102,Corrective,13,1050,No,10257,4.1,5.9,53.2,Declining,2500,8000,25000,5,1500,5000,800
M21096,M,301.3,310.9,1512,36.9,159,Medium,5,41,101,Corrective,13,1350,No,10179,4.1,5.9,50.4,Declining,4500,15000,45000,7,2800,9000,1500
L53417,L,301.4,310.9,1414,38.8,162,Medium,5,39,99,Corrective,13,1050,No,10118,4.0,6.0,47.1,Declining,2500,8000,25000,5,1500,5000,800
L53418,L,301.3,310.8,1390,57.4,164,Medium,5,38,98,Corrective,13,1050,No,10160,4.1,5.9,46.3,Declining,2500,8000,25000,5,1500,5000,800
L53419,L,301.2,310.7,1644,31.6,166,Medium,5,37,97,Corrective,13,1050,No,10758,4.3,5.7,54.8,Declining,2500,8000,25000,5,1500,5000,800
M21100,M,301.2,310.7,1394,42.8,168,Medium,5,36,96,Corrective,14,1350,No,10348,4.1,5.9,46.5,Declining,4500,15000,45000,7,2800,9000,1500
L53421,L,301.1,310.5,1324,52.4,171,Medium,5,35,95,Corrective,14,1050,No,10343,4.1,5.9,44.1,Declining,2500,8000,25000,5,1500,5000,800
L53422,L,301.0,310.4,1476,43.6,173,Medium,5,34,94,Corrective,14,1050,No,10737,4.3,5.7,49.2,Declining,2500,8000,25000,5,1500,5000,800
L53423,L,301.0,310.4,2204,16.6,175,Medium,6,33,93,Corrective,14,1200,No,12283,4.9,5.1,73.5,Declining,2500,8000,25000,5,1500,5000,800
M21104,M,301.0,310.4,1665,30.9,177,Medium,6,32,92,Corrective,14,1500,No,11295,4.5,5.5,55.5,Declining,4500,15000,45000,7,2800,9000,1500
L53425,L,300.9,310.4,1445,41.7,180,Critical,6,30,90,Corrective,15,1200,No,10990,4.4,5.6,48.2,Critical,2500,8000,25000,5,1500,5000,800
