machine_id,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend
L51481,3302,1.3,8.7,49.0,Stable
L51482,5840,2.3,7.7,89.8,Stable
L51483,3410,1.4,8.6,47.8,Stable
L51484,4018,1.6,8.4,56.5,Stable
L51485,4094,1.6,8.4,56.2,Stable
L51486,4548,1.8,8.2,62.3,Stable
L51487,3418,1.4,8.6,42.0,Critical
H33722,3910,1.6,8.4,48.7,Stable
M19169,4217,1.7,8.3,50.0,Stable
L51490,4902,2.0,8.0,59.2,Stable
M19171,4376,1.8,8.2,48.9,Stable
L51492,4435,1.8,8.2,47.7,Stable
L51493,4669,1.9,8.1,50.1,Stable
H33728,5001,2.0,8.0,54.1,Stable
M19175,5282,2.1,7.9,55.0,Stable
L51496,5393,2.2,7.8,54.6,Stable
M19177,5039,2.0,8.0,47.2,Stable
L51498,5422,2.2,7.8,51.4,Stable
M19179,5252,2.1,7.9,47.0,Stable
L51500,5359,2.1,7.9,46.6,Stable
L51501,6027,2.4,7.6,56.2,Stable
M19182,5607,2.2,7.8,47.7,Stable
L51503,5562,2.2,7.8,44.7,Critical
L51504,5942,2.4,7.6,49.5,Stable
L51505,5828,2.3,7.7,46.1,Stable
L51506,5874,2.3,7.7,45.4,Critical
H33741,6560,2.6,7.4,55.3,Stable
L51508,6117,2.4,7.6,44.2,Critical
L51509,6687,2.7,7.3,52.2,Stable
L51510,6743,2.7,7.3,51.6,Declining
M19191,7227,2.9,7.1,58.2,Declining
M19192,6774,2.7,7.3,48.4,Declining
L51513,7181,2.9,7.1,52.9,Declining
L51514,7039,2.8,7.2,49.1,Declining
L51515,7399,3.0,7.0,53.6,Declining
H33750,7121,2.8,7.2,47.4,Declining
L51517,7380,3.0,7.0,48.0,Declining
L51518,7384,3.0,7.0,46.6,Declining
L51519,7728,3.1,6.9,50.8,Declining
M19200,7836,3.1,6.9,51.1,Declining
L51521,7701,3.1,6.9,46.6,Declining
M19202,7563,3.0,7.0,42.8,Critical
L51523,8112,3.2,6.8,49.7,Declining
H33758,8056,3.2,6.8,47.3,Declining
M19205,8537,3.4,6.6,51.5,Declining
L51526,8776,3.5,6.5,53.3,Declining
H33761,9118,3.6,6.4,57.5,Declining
L51528,8909,3.6,6.4,50.2,Declining
L51529,9175,3.7,6.3,53.2,Declining
M19210,9211,3.7,6.3,52.3,Declining
L51531,9074,3.6,6.4,47.7,Declining
L51532,9148,3.7,6.3,47.5,Declining
M19213,9162,3.7,6.3,46.2,Critical
L51534,9437,3.8,6.2,48.5,Declining
H33769,9175,3.7,6.3,42.7,Critical
L51536,10138,4.1,5.9,55.0,Declining
L51537,9744,3.9,6.1,46.9,Declining
H33772,10232,4.1,5.9,53.5,Declining
M19219,10307,4.1,5.9,51.0,Declining
L51540,10466,4.2,5.8,51.4,Declining
M19221,10228,4.1,5.9,46.0,Critical
L51542,10499,4.2,5.8,48.2,Declining
H33777,11383,4.6,5.4,61.5,Declining
H33778,11150,4.5,5.5,53.8,Declining
L51545,11043,4.4,5.6,48.3,Critical
L51546,11011,4.4,5.6,46.3,Critical
H33781,11219,4.5,5.5,48.2,Critical
L51548,11878,4.8,5.2,55.5,Critical
H33783,12110,4.8,5.2,57.8,Critical
L51550,11481,4.6,5.4,43.6,Critical
L51551,11915,4.8,5.2,49.3,Critical
M19232,11923,4.8,5.2,48.0,Critical
M19233,12246,4.9,5.1,51.1,Critical
L51554,12417,5.0,5.0,51.7,Critical
L51555,12233,4.9,5.1,47.1,Critical
M19236,12597,5.0,5.0,51.7,Critical
M19237,12502,5.0,5.0,47.9,Critical
M19238,12535,5.0,5.0,46.2,Critical
M19239,13364,5.3,4.7,57.7,Critical
L51560,12855,5.1,4.9,47.0,Critical
L51561,13017,5.2,4.8,48.2,Critical
L51562,13265,5.3,4.7,50.8,Critical
L51563,12901,5.2,4.8,43.3,Critical
L51564,13281,5.3,4.7,48.1,Critical
L51565,13369,5.3,4.7,48.1,Critical
L51566,3438,1.4,8.6,57.3,Stable
L51567,3154,1.3,8.7,51.1,Stable
L51568,3582,1.4,8.6,56.7,Stable
M19249,2980,1.2,8.8,45.2,Critical
M19250,3247,1.3,8.7,47.4,Stable
M19251,3276,1.3,8.7,45.6,Critical
L51572,3591,1.4,8.6,48.6,Stable
M19253,3909,1.6,8.4,52.4,Stable
L51574,3866,1.5,8.5,49.4,Stable
L51575,4016,1.6,8.4,50.4,Stable
H33810,3846,1.5,8.5,46.1,Stable
L51577,4383,1.8,8.2,51.3,Stable
M19258,4521,1.8,8.2,52.1,Stable
L51579,4836,1.9,8.1,55.1,Stable
L51580,4326,1.7,8.3,45.1,Critical
H33815,4646,1.9,8.1,48.9,Stable
H33816,4947,2.0,8.0,50.2,Stable
L51583,4936,2.0,8.0,46.3,Stable
M19264,5220,2.1,7.9,49.5,Stable
L51585,5047,2.0,8.0,44.4,Critical
L51586,5127,2.1,7.9,44.2,Critical
L51587,5353,2.1,7.9,46.5,Stable
L51588,6673,2.7,7.3,67.0,Stable
M19269,5461,2.2,7.8,45.3,Critical
L51590,6052,2.4,7.6,52.9,Stable
L51591,6346,2.5,7.5,56.3,Stable
L51592,5960,2.4,7.6,48.3,Stable
M19273,5946,2.4,7.6,46.6,Stable
L51594,6325,2.5,7.5,50.7,Stable
L51595,6403,2.6,7.4,50.5,Stable
M19276,6529,2.6,7.4,51.1,Stable
L51597,6330,2.5,7.5,45.5,Critical
L51598,6974,2.8,7.2,54.7,Declining
M19279,9132,3.7,6.3,89.2,Critical
H33834,7661,3.1,6.9,62.4,Declining
L51601,6790,2.7,7.3,44.2,Critical
M19282,8544,3.4,6.6,71.9,Declining
M19283,7491,3.0,7.0,52.1,Declining
M19284,7762,3.1,6.9,54.4,Declining
L51605,7729,3.1,6.9,51.6,Declining
L51606,7683,3.1,6.9,49.3,Declining
M19287,7573,3.0,7.0,46.0,Critical
L51608,8762,3.5,6.5,63.5,Declining
M19289,8502,3.4,6.6,57.7,Declining
H33844,8551,3.4,6.6,56.3,Declining
H33845,8286,3.3,6.7,48.1,Declining
L51612,8515,3.4,6.6,48.2,Declining
H33847,8585,3.4,6.6,47.8,Declining
L51614,9052,3.6,6.4,51.9,Declining
L51615,8672,3.5,6.5,44.0,Critical
M19296,9274,3.7,6.3,52.6,Declining
L51617,9411,3.8,6.2,52.6,Declining
L51618,9181,3.7,6.3,47.3,Declining
M19299,9219,3.7,6.3,46.4,Declining
L51620,9462,3.8,6.2,48.2,Declining
L51621,9318,3.7,6.3,44.3,Critical
L51622,9876,4.0,6.0,52.1,Declining
L51623,9650,3.9,6.1,46.8,Declining
L51624,11378,4.6,5.4,74.1,Declining
L51625,10452,4.2,5.8,57.2,Declining
L51626,10278,4.1,5.9,52.8,Declining
M19307,10176,4.1,5.9,49.6,Declining
L51628,10083,4.0,6.0,45.8,Critical
M19309,10181,4.1,5.9,45.9,Critical
L51630,10662,4.3,5.7,51.7,Declining
L51631,10748,4.3,5.7,51.6,Declining
M19312,10634,4.3,5.7,48.2,Declining
L51633,10675,4.3,5.7,46.7,Declining
L51634,10767,4.3,5.7,46.7,Declining
H33869,11249,4.5,5.5,53.2,Declining
L51636,11254,4.5,5.5,49.6,Critical
M19317,11790,4.7,5.3,57.0,Critical
L51638,11461,4.6,5.4,49.3,Critical
L51639,12081,4.8,5.2,58.1,Critical
L51640,11877,4.8,5.2,53.2,Critical
L51641,12059,4.8,5.2,54.7,Critical
L51642,11391,4.6,5.4,42.1,Critical
L51643,12987,5.2,4.8,67.2,Critical
L51644,12387,5.0,5.0,55.7,Critical
L51645,11943,4.8,5.2,46.8,Critical
L51646,12165,4.9,5.1,49.0,Critical
L51647,12549,5.0,5.0,53.9,Critical
L51648,12855,5.1,4.9,57.5,Critical
L51649,12387,5.0,5.0,48.2,Critical
L51650,3128,1.3,8.7,52.1,Stable
L51651,3430,1.4,8.6,55.7,Stable
L51652,3182,1.3,8.7,50.0,Stable
L51653,3372,1.3,8.7,51.7,Stable
L51654,3486,1.4,8.6,52.1,Stable
L51655,3152,1.3,8.7,45.0,Critical
L51656,3370,1.3,8.7,47.2,Stable
L51657,3924,1.6,8.4,54.9,Stable
L51658,3674,1.5,8.5,49.2,Stable
L51659,4656,1.9,8.1,64.1,Stable
H33894,3510,1.4,8.6,43.5,Critical
M19341,4213,1.7,8.3,51.5,Stable
H33896,4396,1.8,8.2,52.3,Stable
L51663,4463,1.8,8.2,49.6,Stable
M19344,4477,1.8,8.2,48.4,Stable
L51665,4794,1.9,8.1,51.4,Stable
M19346,5730,2.3,7.7,65.5,Stable
L51667,4807,1.9,8.1,47.9,Stable
M19348,5043,2.0,8.0,50.3,Stable
L51669,5134,2.1,7.9,49.6,Stable
L51670,6184,2.5,7.5,65.6,Stable
H33905,5158,2.1,7.9,47.0,Stable
M19352,5405,2.2,7.8,47.3,Stable
L51673,5722,2.3,7.7,50.4,Stable
H33908,6088,2.4,7.6,55.0,Stable
L51675,5733,2.3,7.7,45.3,Critical
M19356,6315,2.5,7.5,53.5,Stable
L51677,6286,2.5,7.5,50.8,Stable
H33912,6558,2.6,7.4,53.8,Stable
H33913,6997,2.8,7.2,57.4,Stable
L51680,7056,2.8,7.2,54.6,Declining
L51681,6484,2.6,7.4,43.6,Critical
L51682,7244,2.9,7.1,54.7,Declining
M19363,7552,3.0,7.0,58.4,Declining
L51684,7475,3.0,7.0,54.8,Declining
L51685,7127,2.9,7.1,47.5,Declining
M19366,7405,3.0,7.0,50.7,Declining
L51687,7918,3.2,6.8,57.0,Declining
L51688,7442,3.0,7.0,47.5,Declining
L51689,7538,3.0,7.0,47.6,Declining
L51690,7462,3.0,7.0,44.9,Critical
L51691,7768,3.1,6.9,48.5,Declining
M19372,7772,3.1,6.9,47.0,Declining
L51693,8885,3.6,6.4,63.3,Declining
L51694,8133,3.3,6.7,49.3,Declining
L51695,8095,3.2,6.8,47.2,Declining
L51696,8433,3.4,6.6,51.3,Declining
L51697,8485,3.4,6.6,50.7,Declining
L51698,8495,3.4,6.6,49.3,Declining
L51699,8957,3.6,6.4,55.5,Declining
L51700,8627,3.5,6.5,48.5,Declining
L51701,9535,3.8,6.2,62.2,Declining
M19382,9731,3.9,6.1,63.9,Declining
L51703,9006,3.6,6.4,49.6,Declining
M19384,9174,3.7,6.3,50.9,Declining
M19385,9181,3.7,6.3,48.8,Declining
L51706,9432,3.8,6.2,50.7,Declining
M19387,9224,3.7,6.3,45.7,Critical
L51708,9629,3.9,6.1,50.2,Declining
M19389,9877,4.0,6.0,52.9,Declining
L51710,9814,3.9,6.1,49.6,Declining
L51711,9970,4.0,6.0,50.7,Declining
H33946,9864,3.9,6.1,47.4,Declining
M19393,9995,4.0,6.0,45.8,Critical
L51714,10646,4.3,5.7,54.4,Declining
L51715,10476,4.2,5.8,50.1,Declining
L51716,10262,4.1,5.9,45.0,Critical
L51717,10746,4.3,5.7,51.6,Declining
L51718,11586,4.6,5.4,64.1,Declining
L51719,11014,4.4,5.6,53.1,Declining
M19400,11080,4.4,5.6,52.7,Declining
L51721,10909,4.4,5.6,47.6,Declining
M19402,11307,4.5,5.5,52.7,Critical
M19403,11364,4.5,5.5,51.4,Critical
L51724,11113,4.4,5.6,45.0,Critical
L51725,11431,4.6,5.4,48.8,Critical
M19406,11453,4.6,5.4,47.6,Critical
M19407,11632,4.7,5.3,48.4,Critical
L51728,11887,4.8,5.2,50.4,Critical
L51729,12053,4.8,5.2,51.6,Critical
M19410,12059,4.8,5.2,50.2,Critical
M19411,12228,4.9,5.1,50.8,Critical
M19412,13075,5.2,4.8,62.7,Critical
L51733,2922,1.2,8.8,48.7,Stable
L51734,3586,1.4,8.6,58.3,Stable
L51735,3560,1.4,8.6,56.3,Stable
M19416,2968,1.2,8.8,45.0,Critical
L51737,3777,1.5,8.5,56.2,Stable
L51738,3233,1.3,8.7,45.6,Critical
L51739,3451,1.4,8.6,47.8,Stable
L51740,3869,1.5,8.5,53.2,Stable
L51741,3985,1.6,8.4,53.7,Stable
L51742,3651,1.5,8.5,46.6,Stable
L51743,4899,2.0,8.0,65.9,Stable
L51744,4067,1.6,8.4,50.5,Stable
H33979,3675,1.5,8.5,42.5,Critical
L51746,4154,1.7,8.3,46.7,Stable
M19427,4342,1.7,8.3,48.4,Stable
M19428,4685,1.9,8.1,51.8,Stable
L51749,4982,2.0,8.0,54.5,Stable
L51750,4424,1.8,8.2,43.7,Critical
L51751,5306,2.1,7.9,56.9,Stable
M19432,5092,2.0,8.0,51.9,Stable
H33987,4987,2.0,8.0,47.9,Stable
M19434,5144,2.1,7.9,46.7,Stable
M19435,5349,2.1,7.9,47.9,Stable
M19436,6462,2.6,7.4,64.2,Stable
L51757,6345,2.5,7.5,60.0,Stable
L51758,6117,2.4,7.6,54.7,Stable
L51759,5673,2.3,7.7,45.8,Critical
L51760,6003,2.4,7.6,49.8,Stable
L51761,6307,2.5,7.5,53.4,Stable
L51762,6463,2.6,7.4,54.5,Stable
M19443,6219,2.5,7.5,48.9,Stable
L51764,6520,2.6,7.4,51.7,Stable
L51765,6636,2.7,7.3,52.1,Stable
L51766,6390,2.6,7.4,46.5,Declining
M19447,6704,2.7,7.3,50.2,Declining
L51768,6953,2.8,7.2,52.1,Declining
L51769,7357,2.9,7.1,57.4,Declining
L51770,6917,2.8,7.2,48.5,Declining
H34005,8299,3.3,6.7,70.1,Declining
L51772,7430,3.0,7.0,51.8,Declining
L51773,7228,2.9,7.1,47.0,Declining
M19454,7274,2.9,7.1,46.2,Declining
M19455,7555,3.0,7.0,48.7,Declining
L51776,7492,3.0,7.0,45.4,Critical
M19457,7840,3.1,6.9,49.7,Declining
L51778,7793,3.1,6.9,46.6,Declining
L51779,7925,3.2,6.8,47.3,Declining
L51780,7893,3.2,6.8,45.3,Critical
M19461,8009,3.2,6.8,45.7,Critical
M19462,8218,3.3,6.7,47.0,Declining
H34017,8439,3.4,6.6,48.4,Declining
L51784,9400,3.8,6.2,60.7,Declining
H34019,8788,3.5,6.5,49.0,Declining
L51786,9187,3.7,6.3,51.9,Declining
L51787,10125,4.0,6.0,66.0,Declining
M19468,9293,3.7,6.3,50.6,Declining
L51789,9302,3.7,6.3,48.5,Declining
L51790,9268,3.7,6.3,46.5,Declining
L51791,9300,3.7,6.3,45.5,Critical
L51792,11048,4.4,5.6,73.1,Declining
L51793,9556,3.8,6.2,46.8,Declining
H34028,9846,3.9,6.1,50.1,Declining
L51795,10651,4.3,5.7,59.8,Declining
L51796,10813,4.3,5.7,61.0,Declining
M19477,10907,4.4,5.6,61.0,Declining
M19478,10050,4.0,6.0,44.5,Critical
H34033,11627,4.7,5.3,68.5,Declining
L51800,10412,4.2,5.8,44.5,Critical
L51801,10512,4.2,5.8,44.7,Critical
M19482,10972,4.4,5.6,50.9,Declining
L51803,11105,4.4,5.6,50.8,Declining
M19484,11001,4.4,5.6,47.6,Critical
L51805,11302,4.5,5.5,50.4,Critical
L51806,11698,4.7,5.3,55.5,Critical
M19487,11644,4.7,5.3,53.1,Critical
M19488,11789,4.7,5.3,53.2,Critical
L51809,12200,4.9,5.1,57.8,Critical
L51810,12322,4.9,5.1,58.4,Critical
L51811,11676,4.7,5.3,46.1,Critical
M19492,11660,4.7,5.3,44.3,Critical
L51813,11899,4.8,5.2,46.1,Critical
L51814,12735,5.1,4.9,58.5,Critical
M19495,12543,5.0,5.0,53.8,Critical
L51816,12382,5.0,5.0,48.9,Critical
M19497,13234,5.3,4.7,61.6,Critical
L51818,12623,5.0,5.0,49.1,Critical
L51819,13079,5.2,4.8,55.2,Critical
L51820,12725,5.1,4.9,47.8,Critical
H34055,12933,5.2,4.8,49.8,Critical
L51822,12646,5.1,4.9,41.3,Critical
L51823,12908,5.2,4.8,44.1,Critical
L51824,13378,5.4,4.6,50.5,Critical
L51825,13904,5.6,4.4,57.7,Critical
L51826,13524,5.4,4.6,49.9,Critical
L51827,3916,1.6,8.4,65.3,Stable
L51828,3350,1.3,8.7,54.3,Stable
M19509,2970,1.2,8.8,46.5,Stable
L51830,3631,1.5,8.5,55.3,Stable
L51831,3103,1.2,8.8,45.0,Critical
L51832,3399,1.4,8.6,48.4,Stable
M19513,3773,1.5,8.5,53.1,Stable
M19514,3740,1.5,8.5,50.3,Stable
L51835,4563,1.8,8.2,61.8,Stable
L51836,4197,1.7,8.3,54.2,Stable
L51837,4291,1.7,8.3,54.3,Stable
L51838,4483,1.8,8.2,56.0,Stable
M19519,4193,1.7,8.3,49.6,Stable
L51840,4228,1.7,8.3,48.0,Stable
L51841,4140,1.7,8.3,45.0,Critical
H34076,4744,1.9,8.1,53.6,Stable
L51843,4533,1.8,8.2,46.3,Stable
M19524,4977,2.0,8.0,52.2,Stable
M19525,4594,1.8,8.2,43.6,Critical
M19526,5253,2.1,7.9,52.3,Stable
H34081,5552,2.2,7.8,55.0,Stable
H34082,5859,2.3,7.7,56.4,Stable
M19529,5446,2.2,7.8,45.8,Critical
L51850,6055,2.4,7.6,53.7,Stable
L51851,5947,2.4,7.6,50.4,Stable
L51852,5839,2.3,7.7,47.1,Stable
L51853,6107,2.4,7.6,50.0,Stable
L51854,6023,2.4,7.6,47.1,Stable
H34089,6543,2.6,7.4,54.3,Stable
L51856,7268,2.9,7.1,62.6,Stable
H34091,6532,2.6,7.4,48.9,Declining
H34092,6777,2.7,7.3,49.2,Declining
L51859,7440,3.0,7.0,56.5,Declining
L51860,7122,2.8,7.2,49.7,Declining
M19541,7548,3.0,7.0,55.3,Declining
L51862,7499,3.0,7.0,52.2,Declining
L51863,7927,3.2,6.8,57.9,Declining
M19544,7387,3.0,7.0,47.4,Critical
M19545,7934,3.2,6.8,54.2,Declining
M19546,7939,3.2,6.8,52.1,Declining
L51867,9316,3.7,6.3,72.8,Declining
L51868,8194,3.3,6.7,52.6,Declining
M19549,8250,3.3,6.7,52.0,Declining
M19550,8231,3.3,6.7,49.4,Declining
L51871,8470,3.4,6.6,51.2,Declining
M19552,8702,3.5,6.5,53.5,Declining
M19553,9259,3.7,6.3,60.6,Declining
L51874,8608,3.4,6.6,47.5,Declining
L51875,8878,3.6,6.4,50.5,Declining
L51876,8838,3.5,6.5,48.3,Declining
M19557,9176,3.7,6.3,52.4,Declining
L51878,9293,3.7,6.3,52.1,Declining
L51879,9111,3.6,6.4,47.6,Declining
L51880,9585,3.8,6.2,54.0,Declining
H34115,9603,3.8,6.2,52.8,Declining
L51882,9104,3.6,6.4,40.7,Critical
M19563,9614,3.8,6.2,47.7,Declining
L51884,10007,4.0,6.0,52.0,Declining
L51885,10203,4.1,5.9,53.8,Declining
L51886,10983,4.4,5.6,65.3,Declining
L51887,11043,4.4,5.6,64.8,Declining
L51888,10831,4.3,5.7,59.8,Declining
M19569,10227,4.1,5.9,48.2,Declining
L51890,10816,4.3,5.7,55.8,Declining
M19571,10590,4.2,5.8,50.5,Declining
L51892,10823,4.3,5.7,52.1,Declining
L51893,10687,4.3,5.7,48.4,Declining
H34128,11261,4.5,5.5,56.4,Declining
L51895,11052,4.4,5.6,49.2,Critical
L51896,11614,4.6,5.4,57.1,Critical
M19577,11130,4.5,5.5,47.5,Critical
L51898,11089,4.4,5.6,44.6,Critical
M19579,11885,4.8,5.2,56.3,Critical
M19580,11346,4.5,5.5,45.1,Critical
L51901,12629,5.1,4.9,64.2,Critical
M19582,11647,4.7,5.3,46.4,Critical
L51903,11732,4.7,5.3,45.5,Critical
L51904,12632,5.1,4.9,59.0,Critical
M19585,12210,4.9,5.1,50.5,Critical
M19586,13581,5.4,4.6,71.1,Critical
M19587,12132,4.9,5.1,44.7,Critical
L51908,12397,5.0,5.0,46.9,Critical
L51909,12287,4.9,5.1,43.5,Critical
L51910,12781,5.1,4.9,50.3,Critical
L51911,12457,5.0,5.0,43.4,Critical
L51912,13023,5.2,4.8,51.3,Critical
L51913,13003,5.2,4.8,49.5,Critical
L51914,13139,5.3,4.7,50.2,Critical
L51915,13303,5.3,4.7,51.5,Critical
L51916,3026,1.2,8.8,50.4,Stable
M19597,2762,1.1,8.9,44.5,Critical
M19598,4429,1.8,8.2,70.1,Stable
L51919,3062,1.2,8.8,45.0,Critical
L51920,3652,1.5,8.5,53.4,Stable
L51921,3326,1.3,8.7,46.4,Stable
L51922,3814,1.5,8.5,53.1,Stable
L51923,3538,1.4,8.6,47.0,Stable
L51924,3596,1.4,8.6,46.4,Stable
H34159,3850,1.5,8.5,49.2,Stable
L51926,3979,1.6,8.4,47.6,Stable
L51927,4741,1.9,8.1,58.8,Stable
L51928,4031,1.6,8.4,45.4,Critical
L51929,4203,1.7,8.3,46.8,Stable
M19610,4861,1.9,8.1,56.3,Stable
L51931,4640,1.9,8.1,50.3,Stable
H34166,4714,1.9,8.1,50.1,Stable
H34167,5149,2.1,7.9,53.6,Stable
M19614,4928,2.0,8.0,46.1,Stable
L51935,4885,2.0,8.0,43.2,Critical
H34170,6367,2.5,7.5,66.4,Stable
L51937,5604,2.2,7.8,49.9,Stable
L51938,5630,2.3,7.7,48.8,Stable
L51939,5512,2.2,7.8,45.4,Critical
L51940,5972,2.4,7.6,51.5,Stable
H34175,5634,2.3,7.7,44.4,Critical
M19622,8521,3.4,6.6,88.8,Critical
L51943,6216,2.5,7.5,48.1,Stable
M19624,6224,2.5,7.5,46.7,Stable
L51945,7339,2.9,7.1,63.1,Stable
M19626,6935,2.8,7.2,54.8,Declining
L51947,6726,2.7,7.3,49.1,Declining
L51948,6488,2.6,7.4,43.6,Critical
H34183,7048,2.8,7.2,51.5,Declining
L51950,6873,2.7,7.3,44.8,Critical
M19631,7509,3.0,7.0,53.9,Declining
M19632,7280,2.9,7.1,47.8,Declining
L51953,7327,2.9,7.1,46.4,Declining
L51954,8289,3.3,6.7,60.9,Declining
L51955,8247,3.3,6.7,58.7,Declining
L51956,7859,3.1,6.9,50.7,Declining
M19637,8541,3.4,6.6,60.6,Declining
H34192,7782,3.1,6.9,45.7,Critical
L51959,8287,3.3,6.7,50.4,Declining
L51960,8163,3.3,6.7,46.8,Declining
L51961,8213,3.3,6.7,46.1,Declining
L51962,8271,3.3,6.7,45.6,Declining
L51963,8907,3.6,6.4,54.7,Declining
L51964,8999,3.6,6.4,54.7,Declining
H34199,8607,3.4,6.6,46.7,Declining
L51966,9184,3.7,6.3,52.6,Declining
L51967,8912,3.6,6.4,46.5,Declining
H34202,9238,3.7,6.3,50.5,Declining
L51969,9727,3.9,6.1,54.9,Declining
L51970,9411,3.8,6.2,48.1,Declining
M19651,9553,3.8,6.2,49.0,Declining
H34206,9878,4.0,6.0,52.1,Declining
H34207,9971,4.0,6.0,49.9,Declining
L51974,10598,4.2,5.8,56.6,Declining
L51975,10152,4.1,5.9,47.7,Declining
L51976,10160,4.1,5.9,46.3,Declining
L51977,10230,4.1,5.9,46.0,Declining
L51978,10474,4.2,5.8,48.6,Declining
L51979,10486,4.2,5.8,47.3,Declining
M19660,10446,4.2,5.8,45.1,Declining
L51981,11023,4.4,5.6,52.5,Declining
M19662,10601,4.2,5.8,43.9,Declining
L51983,11520,4.6,5.4,57.0,Critical
L51984,11432,4.6,5.4,54.0,Critical
L51985,11492,4.6,5.4,53.5,Critical
H34220,11120,4.4,5.6,45.8,Critical
L51987,11601,4.6,5.4,50.1,Critical
L51988,11493,4.6,5.4,46.8,Critical
L51989,12087,4.8,5.2,55.2,Critical
M19670,11863,4.7,5.3,50.0,Critical
M19671,12496,5.0,5.0,58.3,Critical
L51992,12197,4.9,5.1,51.0,Critical
M19673,12297,4.9,5.1,51.2,Critical
L51994,12162,4.9,5.1,46.7,Critical
H34229,12518,5.0,5.0,51.1,Critical
L51996,12717,5.1,4.9,50.7,Critical
L51997,3348,1.3,8.7,55.8,Stable
M19678,4024,1.6,8.4,65.6,Stable
L51999,3617,1.4,8.6,56.5,Stable
M19680,3569,1.4,8.6,54.2,Stable
L52001,3260,1.3,8.7,46.8,Stable
L52002,3670,1.5,8.5,52.2,Stable
L52003,3616,1.4,8.6,49.8,Stable
L52004,3718,1.5,8.5,50.0,Stable
L52005,4194,1.7,8.3,56.4,Stable
L52006,5436,2.2,7.8,75.6,Stable
L52007,3866,1.5,8.5,47.9,Stable
L52008,4110,1.6,8.4,50.5,Stable
L52009,4152,1.7,8.3,49.7,Stable
L52010,4772,1.9,8.1,58.5,Stable
L52011,4082,1.6,8.4,45.5,Critical
L52012,4312,1.7,8.3,47.9,Stable
L52013,4284,1.7,8.3,45.9,Critical
M19694,4640,1.9,8.1,50.3,Stable
M19695,4593,1.8,8.2,47.3,Stable
L52016,4520,1.8,8.2,43.8,Critical
H34251,5592,2.2,7.8,60.2,Stable
H34252,5503,2.2,7.8,55.0,Stable
H34253,5234,2.1,7.9,46.7,Stable
L52020,5251,2.1,7.9,43.3,Critical
M19701,5627,2.3,7.7,48.0,Stable
M19702,5858,2.3,7.7,49.6,Stable
L52023,6699,2.7,7.3,61.4,Stable
M19704,5737,2.3,7.7,43.9,Critical
M19705,6406,2.6,7.4,52.8,Stable
M19706,6471,2.6,7.4,51.6,Stable
L52027,6378,2.6,7.4,47.8,Stable
H34262,6394,2.6,7.4,46.6,Declining
M19709,6775,2.7,7.3,49.2,Declining
L52030,6842,2.7,7.3,48.0,Declining
L52031,6776,2.7,7.3,45.4,Critical
L52032,7378,3.0,7.0,54.0,Declining
L52033,7204,2.9,7.1,49.6,Declining
L52034,7456,3.0,7.0,52.3,Declining
L52035,7160,2.9,7.1,45.8,Declining
M19716,7896,3.2,6.8,56.6,Declining
L52037,7847,3.1,6.9,53.5,Declining
L52038,7423,3.0,7.0,45.0,Declining
L52039,7885,3.2,6.8,51.2,Declining
M19720,7913,3.2,6.8,50.1,Declining
L52041,8932,3.6,6.4,64.9,Declining
L52042,7782,3.1,6.9,44.2,Declining
M19723,9050,3.6,6.4,63.8,Declining
L52044,8257,3.3,6.7,48.4,Declining
M19725,8693,3.5,6.5,54.1,Declining
L52046,9142,3.7,6.3,59.4,Declining
L52047,8360,3.3,6.7,44.8,Declining
L52048,8596,3.4,6.6,47.3,Declining
L52049,9286,3.7,6.3,57.3,Declining
M19730,9202,3.7,6.3,54.4,Declining
L52051,9101,3.6,6.4,50.4,Declining
L52052,8797,3.5,6.5,43.9,Declining
M19733,9203,3.7,6.3,49.1,Declining
L52054,9628,3.9,6.1,54.0,Declining
L52055,9884,4.0,6.0,56.7,Declining
M19736,9650,3.9,6.1,51.3,Declining
M19737,9797,3.9,6.1,51.5,Declining
L52058,9536,3.8,6.2,44.9,Declining
H34293,9970,4.0,6.0,50.7,Declining
M19740,10209,4.1,5.9,50.9,Declining
M19741,10102,4.0,6.0,46.9,Declining
L52062,10349,4.1,5.9,48.7,Declining
M19743,10883,4.4,5.6,56.1,Declining
H34298,10960,4.4,5.6,55.2,Declining
H34299,11371,4.5,5.5,58.3,Declining
L52066,10844,4.3,5.7,45.7,Critical
L52067,11152,4.5,5.5,49.4,Critical
L52068,11304,4.5,5.5,50.4,Critical
L52069,11634,4.7,5.3,54.4,Critical
L52070,11510,4.6,5.4,50.8,Critical
M19751,12062,4.8,5.2,58.5,Critical
L52072,12529,5.0,5.0,64.1,Critical
M19753,11671,4.7,5.3,48.3,Critical
H34308,11804,4.7,5.3,48.2,Critical
M19755,12329,4.9,5.1,53.2,Critical
M19756,12554,5.0,5.0,54.7,Critical
H34311,12455,5.0,5.0,50.8,Critical
H34312,12550,5.0,5.0,48.7,Critical
L52079,14191,5.7,4.3,72.3,Critical
L52080,12721,5.1,4.9,46.3,Critical
M19761,13295,5.3,4.7,54.3,Critical
L52082,13402,5.4,4.6,53.9,Critical
L52083,4464,1.8,8.2,74.4,Stable
H34318,3050,1.2,8.8,49.3,Stable
L52085,3041,1.2,8.8,45.4,Stable
H34320,3277,1.3,8.7,47.9,Stable
