machine_id,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure
M19382,4,55,115,Corrective,10,1200,No
L51703,4,53,113,Corrective,11,900,No
M19384,4,52,112,Corrective,11,1200,No
M19385,4,51,111,Corrective,11,1200,No
L51706,5,49,109,Corrective,11,1050,No
M19387,7,48,108,Emergency,36,1650,Yes
L51708,5,47,107,Corrective,12,1050,No
M19389,5,46,106,Corrective,12,1350,No
L51710,5,44,104,Corrective,12,1050,No
L51711,5,43,103,Corrective,12,1050,No
H33946,5,42,102,Corrective,13,1750,No
M19393,7,40,100,Emergency,37,1650,Yes
L51714,5,38,98,Corrective,13,1050,No
L51715,5,37,97,Corrective,13,1050,No
L51716,7,36,96,Emergency,38,1350,Yes
L51717,5,35,95,Corrective,14,1050,No
L51718,5,34,94,Corrective,14,1050,No
L51719,5,33,93,Corrective,14,1050,No
M19400,6,32,92,Corrective,14,1500,No
L51721,6,31,91,Corrective,14,1200,No
M19402,6,30,90,Corrective,15,1500,No
M19403,6,28,88,Corrective,15,1500,No
L51724,8,27,87,Emergency,39,1500,Yes
L51725,6,26,86,Corrective,15,1200,No
M19406,6,25,85,Corrective,15,1500,No
M19407,6,23,83,Corrective,16,1500,No
L51728,6,22,82,Corrective,16,1200,No
L51729,6,21,81,Corrective,16,1200,No
M19410,6,20,80,Corrective,16,1500,No
M19411,6,18,78,Corrective,17,1500,No
M19412,6,17,77,Corrective,17,1500,No
L51733,1,120,180,Preventive,0,450,No
L51734,1,119,179,Preventive,0,450,No
L51735,1,118,178,Preventive,0,450,No
M19416,3,117,177,Emergency,24,1050,Yes
L51737,1,116,176,Preventive,0,450,No
L51738,3,115,175,Emergency,24,750,Yes
L51739,1,114,174,Preventive,1,450,No
L51740,1,113,173,Preventive,1,450,No
L51741,1,112,172,Preventive,1,450,No
L51742,1,111,171,Preventive,1,450,No
L51743,1,110,170,Preventive,1,450,No
L51744,1,109,169,Preventive,1,450,No
H33979,3,108,168,Emergency,26,1450,Yes
L51746,1,105,165,Preventive,2,450,No
M19427,1,104,164,Preventive,2,750,No
M19428,2,103,163,Preventive,2,900,No
L51749,2,101,161,Preventive,3,600,No
L51750,4,100,160,Emergency,27,900,Yes
L51751,2,99,159,Preventive,3,600,No
M19432,2,98,158,Preventive,3,900,No
H33987,2,97,157,Preventive,3,1300,No
M19434,2,94,154,Preventive,4,900,No
M19435,2,93,153,Preventive,4,900,No
M19436,2,91,151,Preventive,4,900,No
L51757,2,90,150,Preventive,5,600,No
L51758,2,89,149,Preventive,5,600,No
L51759,4,88,148,Emergency,29,900,Yes
L51760,2,87,147,Preventive,5,600,No
L51761,2,86,146,Preventive,5,600,No
L51762,3,85,145,Preventive,5,750,No
M19443,3,84,144,Preventive,6,1050,No
L51764,3,82,142,Preventive,6,750,No
L51765,3,81,141,Preventive,6,750,No
L51766,3,80,140,Preventive,6,750,No
M19447,3,79,139,Preventive,6,1050,No
L51768,3,78,138,Preventive,7,750,No
L51769,3,77,137,Preventive,7,750,No
L51770,3,76,136,Preventive,7,750,No
H34005,3,75,135,Preventive,7,1450,No
L51772,3,72,132,Preventive,8,750,No
L51773,3,71,131,Preventive,8,750,No
M19454,3,70,130,Preventive,8,1050,No
M19455,3,69,129,Preventive,8,1050,No
L51776,6,67,127,Emergency,32,1200,Yes
M19457,4,66,126,Preventive,9,1200,No
L51778,4,65,125,Preventive,9,900,No
L51779,4,64,124,Preventive,9,900,No
L51780,6,63,123,Emergency,33,1200,Yes
M19461,6,62,122,Emergency,33,1500,Yes
M19462,4,60,120,Corrective,10,1200,No
H34017,4,59,119,Corrective,10,1600,No
L51784,4,56,116,Corrective,10,900,No
H34019,4,55,115,Corrective,10,1600,No
L51786,4,53,113,Corrective,11,900,No
L51787,4,52,112,Corrective,11,900,No
M19468,4,51,111,Corrective,11,1200,No
L51789,5,49,109,Corrective,11,1050,No
L51790,5,48,108,Corrective,12,1050,No
L51791,7,47,107,Emergency,36,1350,Yes
L51792,5,46,106,Corrective,12,1050,No
L51793,5,45,105,Corrective,12,1050,No
H34028,5,44,104,Corrective,12,1750,No
L51795,5,42,102,Corrective,13,1050,No
L51796,5,41,101,Corrective,13,1050,No
M19477,5,40,100,Corrective,13,1350,No
M19478,7,38,98,Emergency,37,1650,Yes
H34033,5,37,97,Corrective,13,1750,No
L51800,7,34,94,Emergency,38,1350,Yes
L51801,7,33,93,Emergency,38,1350,Yes
M19482,6,32,92,Corrective,14,1500,No
L51803,6,31,91,Corrective,14,1200,No
M19484,6,30,90,Corrective,15,1500,No
L51805,6,28,88,Corrective,15,1200,No
L51806,6,27,87,Corrective,15,1200,No
M19487,6,26,86,Corrective,15,1500,No
M19488,6,25,85,Corrective,15,1500,No
L51809,6,23,83,Corrective,16,1200,No
L51810,6,22,82,Corrective,16,1200,No
L51811,6,21,81,Corrective,16,1200,No
M19492,8,20,80,Emergency,40,1800,Yes
L51813,6,19,79,Corrective,16,1200,No
L51814,6,18,78,Corrective,17,1200,No
M19495,6,17,77,Corrective,17,1500,No
L51816,7,15,75,Corrective,17,1350,No
M19497,7,14,74,Corrective,17,1650,No
L51818,7,13,73,Corrective,17,1350,No
L51819,7,12,72,Corrective,18,1350,No
L51820,7,11,71,Corrective,18,1350,No
H34055,7,10,70,Corrective,18,2050,No
L51822,9,7,67,Emergency,42,1650,Yes
L51823,9,6,66,Emergency,43,1650,Yes
L51824,7,5,65,Corrective,19,1350,No
L51825,7,5,64,Corrective,19,1350,No
L51826,9,5,63,Emergency,43,1650,Yes
L51827,1,120,180,Preventive,0,450,No
L51828,1,119,179,Preventive,0,450,No
M19509,1,118,178,Preventive,0,750,No
L51830,1,117,177,Preventive,0,450,No
L51831,3,116,176,Emergency,24,750,Yes
L51832,1,115,175,Preventive,0,450,No
M19513,1,114,174,Preventive,1,750,No
M19514,1,112,172,Preventive,1,750,No
L51835,1,111,171,Preventive,1,450,No
L51836,1,110,170,Preventive,1,450,No
L51837,1,109,169,Preventive,1,450,No
L51838,1,108,168,Preventive,2,450,No
M19519,1,107,167,Preventive,2,750,No
L51840,1,105,165,Preventive,2,450,No
L51841,3,104,164,Emergency,26,750,Yes
H34076,1,103,163,Preventive,2,1150,No
L51843,2,101,161,Preventive,3,600,No
M19524,2,100,160,Preventive,3,900,No
M19525,4,98,158,Emergency,27,1200,Yes
M19526,2,97,157,Preventive,3,900,No
H34081,2,95,155,Preventive,4,1300,No
H34082,2,93,153,Preventive,4,1300,No
M19529,4,90,150,Emergency,29,1200,Yes
L51850,2,89,149,Preventive,5,600,No
L51851,2,88,148,Preventive,5,600,No
L51852,2,87,147,Preventive,5,600,No
L51853,2,86,146,Preventive,5,600,No
L51854,3,85,145,Preventive,5,750,No
H34089,3,84,144,Preventive,6,1450,No
L51856,3,81,141,Preventive,6,750,No
H34091,3,80,140,Preventive,6,1450,No
H34092,3,78,138,Preventive,7,1450,No
L51859,3,75,135,Preventive,7,750,No
L51860,3,74,134,Preventive,7,750,No
M19541,3,73,133,Preventive,7,1050,No
L51862,3,72,132,Preventive,8,750,No
L51863,3,71,131,Preventive,8,750,No
M19544,5,70,130,Emergency,32,1350,Yes
M19545,3,68,128,Preventive,8,1050,No
M19546,4,67,127,Preventive,8,1200,No
L51867,4,65,125,Preventive,9,900,No
L51868,4,64,124,Preventive,9,900,No
M19549,4,63,123,Preventive,9,1200,No
M19550,4,62,122,Preventive,9,1200,No
L51871,4,60,120,Corrective,10,900,No
M19552,4,59,119,Corrective,10,1200,No
M19553,4,58,118,Corrective,10,1200,No
L51874,4,56,116,Corrective,10,900,No
L51875,4,55,115,Corrective,10,900,No
L51876,4,54,114,Corrective,11,900,No
M19557,4,53,113,Corrective,11,1200,No
L51878,4,52,112,Corrective,11,900,No
L51879,4,51,111,Corrective,11,900,No
L51880,5,50,110,Corrective,11,1050,No
H34115,5,49,109,Corrective,11,1750,No
L51882,7,46,106,Emergency,36,1350,Yes
M19563,5,45,105,Corrective,12,1350,No
L51884,5,44,104,Corrective,12,1050,No
L51885,5,43,103,Corrective,12,1050,No
L51886,5,42,102,Corrective,13,1050,No
L51887,5,41,101,Corrective,13,1050,No
L51888,5,40,100,Corrective,13,1050,No
M19569,5,39,99,Corrective,13,1350,No
L51890,5,37,97,Corrective,13,1050,No
M19571,5,36,96,Corrective,14,1350,No
L51892,5,35,95,Corrective,14,1050,No
L51893,5,34,94,Corrective,14,1050,No
H34128,6,33,93,Corrective,14,1900,No
L51895,6,30,90,Corrective,15,1200,No
L51896,6,29,89,Corrective,15,1200,No
M19577,6,28,88,Corrective,15,1500,No
L51898,8,27,87,Emergency,39,1500,Yes
M19579,6,26,86,Corrective,15,1500,No
M19580,8,24,84,Emergency,40,1800,Yes
L51901,6,23,83,Corrective,16,1200,No
M19582,6,22,82,Corrective,16,1500,No
L51903,8,20,80,Emergency,40,1500,Yes
L51904,6,19,79,Corrective,16,1200,No
M19585,6,18,78,Corrective,17,1500,No
M19586,6,17,77,Corrective,17,1500,No
M19587,9,15,75,Emergency,41,1950,Yes
L51908,7,14,74,Corrective,17,1350,No
L51909,9,13,73,Emergency,41,1650,Yes
L51910,7,12,72,Corrective,18,1350,No
L51911,9,11,71,Emergency,42,1650,Yes
L51912,7,10,70,Corrective,18,1350,No
L51913,7,9,69,Corrective,18,1350,No
L51914,7,8,68,Corrective,18,1350,No
L51915,7,7,67,Corrective,18,1350,No
L51916,1,120,180,Preventive,0,450,No
M19597,3,119,179,Emergency,24,1050,Yes
M19598,1,118,178,Preventive,0,750,No
L51919,3,116,176,Emergency,24,750,Yes
L51920,1,115,175,Preventive,0,450,No
L51921,1,114,174,Preventive,1,450,No
L51922,1,113,173,Preventive,1,450,No
L51923,1,112,172,Preventive,1,450,No
L51924,1,111,171,Preventive,1,450,No
H34159,1,110,170,Preventive,1,1150,No
L51926,1,108,168,Preventive,2,450,No
L51927,1,107,167,Preventive,2,450,No
L51928,3,106,166,Emergency,26,750,Yes
L51929,1,105,165,Preventive,2,450,No
M19610,1,104,164,Preventive,2,750,No
L51931,2,102,162,Preventive,3,600,No
H34166,2,101,161,Preventive,3,1300,No
H34167,2,99,159,Preventive,3,1300,No
M19614,2,96,156,Preventive,4,900,No
L51935,4,95,155,Emergency,28,900,Yes
H34170,2,94,154,Preventive,4,1300,No
L51937,2,91,151,Preventive,4,600,No
L51938,2,90,150,Preventive,5,600,No
L51939,4,89,149,Emergency,29,900,Yes
L51940,2,88,148,Preventive,5,600,No
H34175,4,87,147,Emergency,29,1600,Yes
M19622,5,85,145,Emergency,29,1350,Yes
L51943,3,83,143,Preventive,6,750,No
M19624,3,82,142,Preventive,6,1050,No
L51945,3,81,141,Preventive,6,750,No
M19626,3,80,140,Preventive,6,1050,No
L51947,3,78,138,Preventive,7,750,No
L51948,5,77,137,Emergency,31,1050,Yes
H34183,3,76,136,Preventive,7,1450,No
L51950,5,74,134,Emergency,31,1050,Yes
M19631,3,73,133,Preventive,7,1050,No
M19632,3,71,131,Preventive,8,1050,No
L51953,3,70,130,Preventive,8,750,No
L51954,3,69,129,Preventive,8,750,No
L51955,4,68,128,Preventive,8,900,No
L51956,4,67,127,Preventive,8,900,No
M19637,4,66,126,Preventive,9,1200,No
H34192,6,64,124,Emergency,33,1900,Yes
L51959,4,62,122,Preventive,9,900,No
L51960,4,61,121,Preventive,9,900,No
L51961,4,60,120,Corrective,10,900,No
L51962,4,59,119,Corrective,10,900,No
L51963,4,58,118,Corrective,10,900,No
L51964,4,57,117,Corrective,10,900,No
H34199,4,56,116,Corrective,10,1600,No
L51966,4,53,113,Corrective,11,900,No
L51967,4,52,112,Corrective,11,900,No
H34202,4,51,111,Corrective,11,1600,No
L51969,5,49,109,Corrective,11,1050,No
L51970,5,48,108,Corrective,12,1050,No
M19651,5,47,107,Corrective,12,1350,No
H34206,5,45,105,Corrective,12,1750,No
H34207,5,43,103,Corrective,12,1750,No
L51974,5,40,100,Corrective,13,1050,No
L51975,5,39,99,Corrective,13,1050,No
L51976,5,38,98,Corrective,13,1050,No
L51977,5,37,97,Corrective,13,1050,No
L51978,5,36,96,Corrective,14,1050,No
L51979,5,35,95,Corrective,14,1050,No
M19660,5,34,94,Corrective,14,1350,No
L51981,6,33,93,Corrective,14,1200,No
M19662,6,32,92,Corrective,14,1500,No
L51983,6,30,90,Corrective,15,1200,No
L51984,6,29,89,Corrective,15,1200,No
L51985,6,28,88,Corrective,15,1200,No
H34220,6,27,87,Corrective,15,1900,No
L51987,6,25,85,Corrective,15,1200,No
L51988,6,24,84,Corrective,16,1200,No
L51989,6,23,83,Corrective,16,1200,No
M19670,6,22,82,Corrective,16,1500,No
M19671,6,20,80,Corrective,16,1500,No
L51992,6,19,79,Corrective,16,1200,No
M19673,6,18,78,Corrective,17,1500,No
L51994,8,16,76,Emergency,41,1500,Yes
H34229,7,15,75,Corrective,17,2050,No
L51996,9,13,73,Emergency,41,1650,Yes
L51997,1,120,180,Preventive,0,450,No
M19678,1,119,179,Preventive,0,750,No
L51999,1,118,178,Preventive,0,450,No
M19680,1,117,177,Preventive,0,750,No
L52001,1,115,175,Preventive,0,450,No
L52002,1,114,174,Preventive,1,450,No
L52003,1,113,173,Preventive,1,450,No
L52004,1,112,172,Preventive,1,450,No
L52005,1,111,171,Preventive,1,450,No
L52006,1,110,170,Preventive,1,450,No
L52007,1,109,169,Preventive,1,450,No
L52008,1,108,168,Preventive,2,450,No
L52009,1,107,167,Preventive,2,450,No
L52010,1,106,166,Preventive,2,450,No
L52011,3,105,165,Emergency,26,750,Yes
L52012,1,104,164,Preventive,2,450,No
L52013,3,103,163,Emergency,26,750,Yes
M19694,2,102,162,Preventive,3,900,No
M19695,2,101,161,Preventive,3,900,No
L52016,4,99,159,Emergency,27,900,Yes
H34251,2,98,158,Preventive,3,1300,No
H34252,2,96,156,Preventive,4,1300,No
H34253,2,93,153,Preventive,4,1300,No
L52020,4,91,151,Emergency,28,900,Yes
M19701,2,90,150,Preventive,5,900,No
M19702,2,88,148,Preventive,5,900,No
L52023,2,87,147,Preventive,5,600,No
M19704,4,86,146,Emergency,29,1200,Yes
M19705,3,84,144,Preventive,6,1050,No
M19706,3,83,143,Preventive,6,1050,No
L52027,3,81,141,Preventive,6,750,No
H34262,3,80,140,Preventive,6,1450,No
M19709,3,78,138,Preventive,7,1050,No
L52030,3,76,136,Preventive,7,750,No
L52031,5,75,135,Emergency,31,1050,Yes
L52032,3,74,134,Preventive,7,750,No
L52033,3,73,133,Preventive,7,750,No
L52034,3,72,132,Preventive,8,750,No
L52035,3,71,131,Preventive,8,750,No
M19716,3,70,130,Preventive,8,1050,No
L52037,3,69,129,Preventive,8,750,No
L52038,4,68,128,Preventive,8,900,No
L52039,4,67,127,Preventive,8,900,No
M19720,4,66,126,Preventive,9,1200,No
L52041,4,64,124,Preventive,9,900,No
L52042,4,63,123,Preventive,9,900,No
M19723,4,62,122,Preventive,9,1200,No
L52044,4,61,121,Preventive,9,900,No
M19725,4,60,120,Corrective,10,1200,No
L52046,4,58,118,Corrective,10,900,No
L52047,4,57,117,Corrective,10,900,No
L52048,4,56,116,Corrective,10,900,No
L52049,4,55,115,Corrective,10,900,No
M19730,4,54,114,Corrective,11,1200,No
L52051,4,53,113,Corrective,11,900,No
L52052,4,52,112,Corrective,11,900,No
M19733,4,51,111,Corrective,11,1200,No
L52054,5,49,109,Corrective,11,1050,No
L52055,5,48,108,Corrective,12,1050,No
M19736,5,47,107,Corrective,12,1350,No
M19737,5,46,106,Corrective,12,1350,No
L52058,5,44,104,Corrective,12,1050,No
H34293,5,43,103,Corrective,12,1750,No
M19740,5,41,101,Corrective,13,1350,No
M19741,5,39,99,Corrective,13,1350,No
L52062,5,38,98,Corrective,13,1050,No
M19743,5,37,97,Corrective,13,1350,No
H34298,5,35,95,Corrective,14,1750,No
H34299,6,33,93,Corrective,14,1900,No
L52066,6,30,90,Corrective,15,1200,No
L52067,6,29,89,Corrective,15,1200,No
L52068,6,28,88,Corrective,15,1200,No
L52069,6,27,87,Corrective,15,1200,No
L52070,6,26,86,Corrective,15,1200,No
M19751,6,25,85,Corrective,15,1500,No
L52072,6,24,84,Corrective,16,1200,No
M19753,6,23,83,Corrective,16,1500,No
H34308,6,21,81,Corrective,16,1900,No
M19755,6,19,79,Corrective,16,1500,No
M19756,6,17,77,Corrective,17,1500,No
H34311,6,16,76,Corrective,17,1900,No
H34312,7,13,73,Corrective,17,2050,No
L52079,7,11,71,Corrective,18,1350,No
L52080,7,10,70,Corrective,18,1350,No
M19761,7,9,69,Corrective,18,1650,No
L52082,7,7,67,Corrective,18,1350,No
L52083,1,120,180,Preventive,0,450,No
H34318,1,119,179,Preventive,0,1150,No
L52085,1,117,177,Preventive,0,450,No
H34320,1,116,176,Preventive,0,1150,No
M19767,1,113,173,Preventive,1,750,No
M19768,1,112,172,Preventive,1,750,No
L52089,1,110,170,Preventive,1,450,No
M19770,1,109,169,Preventive,1,750,No
L52091,1,108,168,Preventive,2,450,No
L52092,1,107,167,Preventive,2,450,No
M19773,1,106,166,Preventive,2,750,No
M19774,1,104,164,Preventive,2,750,No
H34329,2,103,163,Preventive,2,1300,No
H34330,2,100,160,Preventive,3,1300,No
M19777,2,98,158,Preventive,3,900,No
L52098,2,96,156,Preventive,4,600,No
L52099,2,95,155,Preventive,4,600,No
L52100,4,94,154,Emergency,28,900,Yes
L52101,2,93,153,Preventive,4,600,No
M19782,2,92,152,Preventive,4,900,No
M19783,2,91,151,Preventive,4,900,No
H34338,2,89,149,Preventive,5,1300,No
L52105,2,87,147,Preventive,5,600,No
L52106,2,86,146,Preventive,5,600,No
M19787,3,85,145,Preventive,5,1050,No
L52108,3,83,143,Preventive,6,750,No
L52109,3,82,142,Preventive,6,750,No
L52110,3,81,141,Preventive,6,750,No
M19791,3,80,140,Preventive,6,1050,No
L52112,3,79,139,Preventive,6,750,No
H34347,3,78,138,Preventive,7,1450,No
L52114,3,75,135,Preventive,7,750,No
L52115,3,74,134,Preventive,7,750,No
L52116,5,73,133,Emergency,31,1050,Yes
L52117,3,72,132,Preventive,8,750,No
M19798,3,71,131,Preventive,8,1050,No
L52119,3,70,130,Preventive,8,750,No
L52120,3,69,129,Preventive,8,750,No
M19801,4,68,128,Preventive,8,1200,No
L52122,4,66,126,Preventive,9,900,No
H34357,4,65,125,Preventive,9,1600,No
M19804,4,63,123,Preventive,9,1200,No
L52125,4,61,121,Preventive,9,900,No
M19806,4,60,120,Corrective,10,1200,No
L52127,4,59,119,Corrective,10,900,No
M19808,4,58,118,Corrective,10,1200,No
M19809,4,56,116,Corrective,10,1200,No
M19810,4,55,115,Corrective,10,1200,No
L52131,4,53,113,Corrective,11,900,No
M19812,4,52,112,Corrective,11,1200,No
L52133,4,51,111,Corrective,11,900,No
L52134,5,50,110,Corrective,11,1050,No
M19815,5,49,109,Corrective,11,1350,No
M19816,5,47,107,Corrective,12,1350,No
M19817,5,46,106,Corrective,12,1350,No
L52138,5,44,104,Corrective,12,1050,No
L52139,5,43,103,Corrective,12,1050,No
L52140,5,42,102,Corrective,13,1050,No
L52141,5,41,101,Corrective,13,1050,No
M19822,5,40,100,Corrective,13,1350,No
L52143,5,39,99,Corrective,13,1050,No
L52144,5,38,98,Corrective,13,1050,No
M19825,5,37,97,Corrective,13,1350,No
L52146,5,35,95,Corrective,14,1050,No
L52147,5,34,94,Corrective,14,1050,No
M19828,5,33,93,Corrective,14,1350,No
L52149,6,32,92,Corrective,14,1200,No
L52150,6,31,91,Corrective,14,1200,No
L52151,6,30,90,Corrective,15,1200,No
H34386,6,29,89,Corrective,15,1900,No
L52153,6,26,86,Corrective,15,1200,No
L52154,6,25,85,Corrective,15,1200,No
L52155,6,24,84,Corrective,16,1200,No
L52156,8,23,83,Emergency,40,1500,Yes
L52157,6,22,82,Corrective,16,1200,No
L52158,6,21,81,Corrective,16,1200,No
M19839,6,20,80,Corrective,16,1500,No
M19840,6,19,79,Corrective,16,1500,No
M19841,6,17,77,Corrective,17,1500,No
L52162,6,16,76,Corrective,17,1200,No
L52163,7,15,75,Corrective,17,1350,No
L52164,9,14,74,Emergency,41,1650,Yes
M19845,7,13,73,Corrective,17,1650,No
L52166,1,120,180,Preventive,0,450,No
M19847,1,119,179,Preventive,0,750,No
L52168,3,118,178,Emergency,24,750,Yes
L52169,1,117,177,Preventive,0,450,No
L52170,1,116,176,Preventive,0,450,No
M19851,1,115,175,Preventive,0,750,No
L52172,1,113,173,Preventive,1,450,No
L52173,1,112,172,Preventive,1,450,No
M19854,1,111,171,Preventive,1,750,No
L52175,1,110,170,Preventive,1,450,No
M19856,1,109,169,Preventive,1,750,No
M19857,3,107,167,Emergency,26,1050,Yes
M19858,1,106,166,Preventive,2,750,No
M19859,1,104,164,Preventive,2,750,No
L52180,2,103,163,Preventive,2,600,No
M19861,2,102,162,Preventive,3,900,No
L52182,2,100,160,Preventive,3,600,No
L52183,2,99,159,Preventive,3,600,No
L52184,2,98,158,Preventive,3,600,No
M19865,2,97,157,Preventive,3,900,No
M19866,2,96,156,Preventive,4,900,No
L52187,2,94,154,Preventive,4,600,No
H34422,2,93,153,Preventive,4,1300,No
L52189,2,91,151,Preventive,4,600,No
L52190,2,90,150,Preventive,5,600,No
M19871,2,89,149,Preventive,5,900,No
M19872,2,87,147,Preventive,5,900,No
M19873,2,86,146,Preventive,5,900,No
L52194,3,84,144,Preventive,6,750,No
L52195,3,83,143,Preventive,6,750,No
L52196,3,82,142,Preventive,6,750,No
L52197,3,81,141,Preventive,6,750,No
M19878,3,80,140,Preventive,6,1050,No
M19879,3,79,139,Preventive,6,1050,No
L52200,3,77,137,Preventive,7,750,No
L52201,3,76,136,Preventive,7,750,No
L52202,3,75,135,Preventive,7,750,No
M19883,3,74,134,Preventive,7,1050,No
L52204,3,73,133,Preventive,7,750,No
M19885,3,72,132,Preventive,8,1050,No
L52206,3,70,130,Preventive,8,750,No
L52207,3,69,129,Preventive,8,750,No
M19888,3,68,128,Preventive,8,1050,No
M19889,4,67,127,Preventive,8,1200,No
M19890,4,65,125,Preventive,9,1200,No
M19891,4,64,124,Preventive,9,1200,No
M19892,4,62,122,Preventive,9,1200,No
L52213,4,61,121,Preventive,9,900,No
M19894,4,60,120,Corrective,10,1200,No
M19895,4,58,118,Corrective,10,1200,No
L52216,4,57,117,Corrective,10,900,No
M19897,4,56,116,Corrective,10,1200,No
L52218,4,54,114,Corrective,11,900,No
H34453,4,53,113,Corrective,11,1600,No
H34454,4,51,111,Corrective,11,1600,No
L52221,5,48,108,Corrective,12,1050,No
L52222,5,47,107,Corrective,12,1050,No
L52223,5,46,106,Corrective,12,1050,No
L52224,5,45,105,Corrective,12,1050,No
M19905,5,44,104,Corrective,12,1350,No
M19906,5,43,103,Corrective,12,1350,No
M19907,5,41,101,Corrective,13,1350,No
H34462,7,40,100,Emergency,37,2050,Yes
H34463,5,37,97,Corrective,13,1750,No
H34464,5,35,95,Corrective,14,1750,No
L52231,6,32,92,Corrective,14,1200,No
L52232,6,31,91,Corrective,14,1200,No
L52233,6,30,90,Corrective,15,1200,No
L52234,6,29,89,Corrective,15,1200,No
H34469,6,28,88,Corrective,15,1900,No
M19916,6,26,86,Corrective,15,1500,No
L52237,6,24,84,Corrective,16,1200,No
L52238,6,23,83,Corrective,16,1200,No
L52239,6,22,82,Corrective,16,1200,No
L52240,6,21,81,Corrective,16,1200,No
L52241,8,20,80,Emergency,40,1500,Yes
L52242,6,19,79,Corrective,16,1200,No
H34477,1,120,180,Preventive,0,1150,No
L52244,1,118,178,Preventive,0,450,No
L52245,1,117,177,Preventive,0,450,No
L52246,1,116,176,Preventive,0,450,No
M19927,1,115,175,Preventive,0,750,No
M19928,1,113,173,Preventive,1,750,No
M19929,1,112,172,Preventive,1,750,No
M19930,1,110,170,Preventive,1,750,No
H34485,1,109,169,Preventive,1,1150,No
L52252,1,106,166,Preventive,2,450,No
M19933,1,105,165,Preventive,2,750,No
L52254,1,104,164,Preventive,2,450,No
L52255,2,103,163,Preventive,2,600,No
L52256,2,102,162,Preventive,3,600,No
L52257,2,101,161,Preventive,3,600,No
M19938,2,100,160,Preventive,3,900,No
M19939,2,98,158,Preventive,3,900,No
L52260,2,97,157,Preventive,3,600,No
M19941,2,96,156,Preventive,4,900,No
H34496,2,94,154,Preventive,4,1300,No
L52263,2,92,152,Preventive,4,600,No
L52264,2,91,151,Preventive,4,600,No
M19945,2,90,150,Preventive,5,900,No
L52266,2,88,148,Preventive,5,600,No
M19947,2,87,147,Preventive,5,900,No
L52268,2,86,146,Preventive,5,600,No
M19949,3,85,145,Preventive,5,1050,No
M19950,3,83,143,Preventive,6,1050,No
L52271,3,82,142,Preventive,6,750,No
M19952,3,81,141,Preventive,6,1050,No
M19953,3,79,139,Preventive,6,1050,No
M19954,3,78,138,Preventive,7,1050,No
M19955,3,76,136,Preventive,7,1050,No
H34510,3,75,135,Preventive,7,1450,No
L52277,3,72,132,Preventive,8,750,No
L52278,3,71,131,Preventive,8,750,No
L52279,3,70,130,Preventive,8,750,No
M19960,3,69,129,Preventive,8,1050,No
M19961,4,68,128,Preventive,8,1200,No
M19962,4,66,126,Preventive,9,1200,No
L52283,4,65,125,Preventive,9,900,No
L52284,4,64,124,Preventive,9,900,No
L52285,4,63,123,Preventive,9,900,No
L52286,4,62,122,Preventive,9,900,No
L52287,4,61,121,Preventive,9,900,No
L52288,4,60,120,Corrective,10,900,No
M19969,4,59,119,Corrective,10,1200,No
M19970,4,57,117,Corrective,10,1200,No
L52291,4,56,116,Corrective,10,900,No
M19972,4,55,115,Corrective,10,1200,No
L52293,4,53,113,Corrective,11,900,No
M19974,4,52,112,Corrective,11,1200,No
M19975,4,51,111,Corrective,11,1200,No
L52296,5,49,109,Corrective,11,1050,No
L52297,5,48,108,Corrective,12,1050,No
M19978,5,47,107,Corrective,12,1350,No
L52299,5,46,106,Corrective,12,1050,No
M19980,5,45,105,Corrective,12,1350,No
L52301,5,43,103,Corrective,12,1050,No
H34536,5,42,102,Corrective,13,1750,No
M19983,5,40,100,Corrective,13,1350,No
M19984,5,38,98,Corrective,13,1350,No
M19985,5,37,97,Corrective,13,1350,No
L52306,5,35,95,Corrective,14,1050,No
M19987,5,34,94,Corrective,14,1350,No
L52308,6,33,93,Corrective,14,1200,No
M19989,6,32,92,Corrective,14,1500,No
L52310,6,30,90,Corrective,15,1200,No
L52311,6,29,89,Corrective,15,1200,No
L52312,6,28,88,Corrective,15,1200,No
L52313,6,27,87,Corrective,15,1200,No
L52314,6,26,86,Corrective,15,1200,No
L52315,6,25,85,Corrective,15,1200,No
L52316,6,24,84,Corrective,16,1200,No
L52317,6,23,83,Corrective,16,1200,No
M19998,6,22,82,Corrective,16,1500,No
M19999,6,21,81,Corrective,16,1500,No
M20000,6,19,79,Corrective,16,1500,No
L52321,8,18,78,Emergency,41,1500,Yes
L52322,1,120,180,Preventive,0,450,No
M20003,1,119,179,Preventive,0,750,No
L52324,1,118,178,Preventive,0,450,No
L52325,1,117,177,Preventive,0,450,No
L52326,1,116,176,Preventive,0,450,No
L52327,1,115,175,Preventive,0,450,No
L52328,1,114,174,Preventive,1,450,No
L52329,1,113,173,Preventive,1,450,No
L52330,1,112,172,Preventive,1,450,No
L52331,1,111,171,Preventive,1,450,No
L52332,1,110,170,Preventive,1,450,No
L52333,1,109,169,Preventive,1,450,No
L52334,1,108,168,Preventive,2,450,No
H34569,1,107,167,Preventive,2,1150,No
L52336,1,104,164,Preventive,2,450,No
H34571,1,103,163,Preventive,2,1150,No
L52338,2,101,161,Preventive,3,600,No
L52339,2,100,160,Preventive,3,600,No
L52340,2,99,159,Preventive,3,600,No
M20021,2,98,158,Preventive,3,900,No
L52342,2,96,156,Preventive,4,600,No
